"No.","Time","Source","Destination","Protocol","Length","Info","src_port","dst_port"
"359","1.126721622","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","37988","4444"
"387","1.128251077","::1","::1","TCP","94","45346  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239207 TSecr=0 WS=128","45346","4444"
"389","1.128269794","::1","::1","TCP","74","4444  >  45346 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45346"
"436","1.129581972","::1","::1","TCP","94","45360  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239208 TSecr=0 WS=128","45360","4444"
"438","1.129601458","::1","::1","TCP","74","4444  >  45360 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45360"
"449","1.130054239","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","37894"
"452","1.130106410","127.0.0.1","127.0.0.1","TCP","66","37894  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168186 TSecr=3000168186","37894","4444"
"456","1.130233801","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","51104","4444"
"457","1.130254823","127.0.0.1","127.0.0.1","TCP","66","4444  >  51104 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=3000168186 TSecr=3000168186","4444","51104"
"483","1.131177356","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","50842","4444"
"485","1.131197261","127.0.0.1","127.0.0.1","TCP","66","4444  >  50842 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=3000168187 TSecr=3000168187","4444","50842"
"501","1.132189357","::1","::1","TCP","94","45372  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239211 TSecr=0 WS=128","45372","4444"
"503","1.132207166","::1","::1","TCP","74","4444  >  45372 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45372"
"515","1.132715820","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","38410"
"517","1.132752417","127.0.0.1","127.0.0.1","TCP","66","38410  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168188 TSecr=3000168188","38410","4444"
"526","1.133279230","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","50612","4444"
"527","1.133298366","127.0.0.1","127.0.0.1","TCP","66","4444  >  50612 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=3000168189 TSecr=3000168189","4444","50612"
"540","1.133869388","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","38098"
"541","1.133870785","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","37984"
"542","1.133929033","127.0.0.1","127.0.0.1","TCP","66","37984  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168189 TSecr=3000168189","37984","4444"
"543","1.133931408","127.0.0.1","127.0.0.1","TCP","66","38098  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168189 TSecr=3000168189","38098","4444"
"551","1.134322868","::1","::1","TCP","94","45384  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239213 TSecr=0 WS=128","45384","4444"
"552","1.134344868","::1","::1","TCP","74","4444  >  45384 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45384"
"555","1.134430633","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","37844"
"556","1.134454030","127.0.0.1","127.0.0.1","TCP","66","37844  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168190 TSecr=3000168190","37844","4444"
"558","1.134551389","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","38372"
"559","1.134572411","127.0.0.1","127.0.0.1","TCP","66","38372  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168190 TSecr=3000168190","38372","4444"
"583","1.135614932","::1","::1","TCP","94","45388  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239214 TSecr=0 WS=128","45388","4444"
"585","1.135631344","::1","::1","TCP","74","4444  >  45388 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45388"
"592","1.135833395","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","38180"
"594","1.135860493","127.0.0.1","127.0.0.1","TCP","66","38180  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168191 TSecr=3000168191","38180","4444"
"608","1.136764868","::1","::1","TCP","94","45398  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239215 TSecr=0 WS=128","45398","4444"
"609","1.136785052","::1","::1","TCP","74","4444  >  45398 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45398"
"610","1.136824094","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","38508"
"611","1.136833173","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","38290"
"612","1.136864183","127.0.0.1","127.0.0.1","TCP","66","38508  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168192 TSecr=3000168192","38508","4444"
"613","1.136864183","127.0.0.1","127.0.0.1","TCP","66","38290  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168192 TSecr=3000168192","38290","4444"
"630","1.137764716","::1","::1","TCP","94","45402  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239216 TSecr=0 WS=128","45402","4444"
"632","1.137785179","::1","::1","TCP","74","4444  >  45402 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45402"
"644","1.138336646","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","38164"
"647","1.138388678","127.0.0.1","127.0.0.1","TCP","66","38164  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168194 TSecr=3000168194","38164","4444"
"658","1.138819249","::1","::1","TCP","94","45412  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239217 TSecr=0 WS=128","45412","4444"
"659","1.138839713","::1","::1","TCP","74","4444  >  45412 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45412"
"660","1.138847815","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","37824"
"661","1.138867929","127.0.0.1","127.0.0.1","TCP","66","37824  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168194 TSecr=3000168194","37824","4444"
"673","1.139377980","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","51174","4444"
"675","1.139396557","127.0.0.1","127.0.0.1","TCP","66","4444  >  51174 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=3000168195 TSecr=3000168195","4444","51174"
"676","1.139396557","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","37586"
"677","1.139445656","127.0.0.1","127.0.0.1","TCP","66","37586  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168195 TSecr=3000168195","37586","4444"
"692","1.140542094","::1","::1","TCP","94","45418  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239219 TSecr=0 WS=128","45418","4444"
"693","1.140561650","::1","::1","TCP","74","4444  >  45418 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45418"
"699","1.140757554","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","38150"
"700","1.140759440","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","37956"
"701","1.140788564","127.0.0.1","127.0.0.1","TCP","66","37956  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168196 TSecr=3000168196","37956","4444"
"702","1.140788564","127.0.0.1","127.0.0.1","TCP","66","38150  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168196 TSecr=3000168196","38150","4444"
"709","1.141306158","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","37808"
"710","1.141344361","127.0.0.1","127.0.0.1","TCP","66","37808  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168197 TSecr=3000168197","37808","4444"
"717","1.141618139","::1","::1","TCP","94","45428  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239220 TSecr=0 WS=128","45428","4444"
"718","1.141634970","::1","::1","TCP","74","4444  >  45428 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45428"
"719","1.141690075","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","38074"
"720","1.141707326","127.0.0.1","127.0.0.1","TCP","66","38074  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168197 TSecr=3000168197","38074","4444"
"732","1.142586837","::1","::1","TCP","94","45444  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239221 TSecr=0 WS=128","45444","4444"
"734","1.142604088","::1","::1","TCP","74","4444  >  45444 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45444"
"740","1.142947847","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","37878"
"741","1.142968171","127.0.0.1","127.0.0.1","TCP","66","37878  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168199 TSecr=3000168199","37878","4444"
"743","1.143141098","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","51062","4444"
"744","1.143159606","127.0.0.1","127.0.0.1","TCP","66","4444  >  51062 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=3000168199 TSecr=3000168199","4444","51062"
"786","1.144675091","::1","::1","TCP","94","45456  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239223 TSecr=0 WS=128","45456","4444"
"787","1.144699326","::1","::1","TCP","74","4444  >  45456 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45456"
"790","1.144825250","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","37912"
"791","1.144825250","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","38010"
"792","1.144864222","127.0.0.1","127.0.0.1","TCP","66","38010  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168200 TSecr=3000168200","38010","4444"
"793","1.144864222","127.0.0.1","127.0.0.1","TCP","66","37912  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168200 TSecr=3000168200","37912","4444"
"803","1.145440971","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","51386","4444"
"806","1.145459619","127.0.0.1","127.0.0.1","TCP","66","4444  >  51386 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=3000168201 TSecr=3000168201","4444","51386"
"816","1.146036647","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","50822","4444"
"817","1.146057181","127.0.0.1","127.0.0.1","TCP","66","4444  >  50822 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=3000168202 TSecr=3000168202","4444","50822"
"818","1.146064234","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","38434"
"819","1.146088190","127.0.0.1","127.0.0.1","TCP","66","38434  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168202 TSecr=3000168202","38434","4444"
"826","1.146793308","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","37830"
"827","1.146819079","127.0.0.1","127.0.0.1","TCP","66","37830  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168202 TSecr=3000168202","37830","4444"
"833","1.147030139","::1","::1","TCP","94","45468  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239226 TSecr=0 WS=128","45468","4444"
"834","1.147048368","::1","::1","TCP","74","4444  >  45468 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45468"
"841","1.147675054","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","38034"
"843","1.147699358","127.0.0.1","127.0.0.1","TCP","66","38034  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168203 TSecr=3000168203","38034","4444"
"855","1.148086139","::1","::1","TCP","94","45480  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239227 TSecr=0 WS=128","45480","4444"
"856","1.148106743","::1","::1","TCP","74","4444  >  45480 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45480"
"869","1.148548698","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","50770","4444"
"871","1.148572724","127.0.0.1","127.0.0.1","TCP","66","4444  >  50770 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=3000168204 TSecr=3000168204","4444","50770"
"873","1.149108267","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","38120"
"874","1.149157505","127.0.0.1","127.0.0.1","TCP","66","38120  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168205 TSecr=3000168205","38120","4444"
"877","1.149261429","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","37684"
"878","1.149282381","127.0.0.1","127.0.0.1","TCP","66","37684  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168205 TSecr=3000168205","37684","4444"
"883","1.149546241","::1","::1","TCP","94","45488  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239228 TSecr=0 WS=128","45488","4444"
"884","1.149570616","::1","::1","TCP","74","4444  >  45488 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45488"
"888","1.150206172","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","37986"
"889","1.150233829","127.0.0.1","127.0.0.1","TCP","66","37986  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168206 TSecr=3000168206","37986","4444"
"897","1.150634229","::1","::1","TCP","94","45498  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239229 TSecr=0 WS=128","45498","4444"
"900","1.150651619","::1","::1","TCP","74","4444  >  45498 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45498"
"930","1.152068070","::1","::1","TCP","94","45514  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239231 TSecr=0 WS=128","45514","4444"
"931","1.152094191","::1","::1","TCP","74","4444  >  45514 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45514"
"942","1.152703207","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","37988"
"943","1.152732750","127.0.0.1","127.0.0.1","TCP","66","37988  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168208 TSecr=3000168208","37988","4444"
"944","1.152799099","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","38418"
"945","1.152822496","127.0.0.1","127.0.0.1","TCP","66","38418  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000168208 TSecr=3000168208","38418","4444"
"950","1.153230788","::1","::1","TCP","94","45526  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239232 TSecr=0 WS=128","45526","4444"
"951","1.153253835","::1","::1","TCP","74","4444  >  45526 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45526"
"971","1.154301594","::1","::1","TCP","94","45534  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239233 TSecr=0 WS=128","45534","4444"
"972","1.154319264","::1","::1","TCP","74","4444  >  45534 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45534"
"990","1.154986598","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","51402","4444"
"994","1.155010413","127.0.0.1","127.0.0.1","TCP","66","4444  >  51402 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=3000168211 TSecr=3000168211","4444","51402"
"1015","1.156655245","::1","::1","TCP","94","45550  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239235 TSecr=0 WS=128","45550","4444"
"1017","1.156679690","::1","::1","TCP","74","4444  >  45550 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45550"
"1048","1.157955620","::1","::1","TCP","94","45554  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239237 TSecr=0 WS=128","45554","4444"
"1049","1.157976992","::1","::1","TCP","74","4444  >  45554 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45554"
"1064","1.158952465","::1","::1","TCP","94","45568  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239238 TSecr=0 WS=128","45568","4444"
"1065","1.158973347","::1","::1","TCP","74","4444  >  45568 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45568"
"1088","1.159926890","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","51424","4444"
"1089","1.159952173","127.0.0.1","127.0.0.1","TCP","66","4444  >  51424 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=3000168216 TSecr=3000168215","4444","51424"
"1120","1.161675576","::1","::1","TCP","94","45582  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239240 TSecr=0 WS=128","45582","4444"
"1121","1.161696529","::1","::1","TCP","74","4444  >  45582 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45582"
"1158","1.163411621","::1","::1","TCP","94","45590  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239242 TSecr=0 WS=128","45590","4444"
"1161","1.163431735","::1","::1","TCP","74","4444  >  45590 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45590"
"1212","1.165623704","::1","::1","TCP","94","45606  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239244 TSecr=0 WS=128","45606","4444"
"1214","1.165642910","::1","::1","TCP","74","4444  >  45606 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45606"
"1228","1.166361507","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","51482","4444"
"1231","1.166383996","127.0.0.1","127.0.0.1","TCP","66","4444  >  51482 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=3000168222 TSecr=3000168222","4444","51482"
"1296","1.169060453","::1","::1","TCP","94","45616  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239248 TSecr=0 WS=128","45616","4444"
"1297","1.169076028","::1","::1","TCP","74","4444  >  45616 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45616"
"1345","1.170855653","::1","::1","TCP","94","45622  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239249 TSecr=0 WS=128","45622","4444"
"1346","1.170876047","::1","::1","TCP","74","4444  >  45622 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45622"
"1359","1.171424511","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","51544","4444"
"1360","1.171443508","127.0.0.1","127.0.0.1","TCP","66","4444  >  51544 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=3000168227 TSecr=3000168227","4444","51544"
"1372","1.171920663","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","38494","4444"
"1374","1.171942663","127.0.0.1","127.0.0.1","TCP","66","4444  >  38494 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=3000168228 TSecr=3000168227","4444","38494"
"1387","1.172779222","::1","::1","TCP","94","45638  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239251 TSecr=0 WS=128","45638","4444"
"1388","1.172794378","::1","::1","TCP","74","4444  >  45638 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45638"
"1407","1.173664879","::1","::1","TCP","94","45654  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600239252 TSecr=0 WS=128","45654","4444"
"1409","1.173680174","::1","::1","TCP","74","4444  >  45654 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","45654"
"1417","1.174143082","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","50934","4444"
"1419","1.174160682","127.0.0.1","127.0.0.1","TCP","66","4444  >  50934 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=3000168230 TSecr=3000168230","4444","50934"
"1429","1.174625406","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","51090","4444"
"1431","1.174643914","127.0.0.1","127.0.0.1","TCP","66","4444  >  51090 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=3000168230 TSecr=3000168230","4444","51090"
"1441","1.175121559","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","50812","4444"
"1442","1.175142162","127.0.0.1","127.0.0.1","TCP","66","4444  >  50812 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=3000168231 TSecr=3000168231","4444","50812"
"1464","1.176242791","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","51352","4444"
"1465","1.176269889","127.0.0.1","127.0.0.1","TCP","66","4444  >  51352 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=3000168232 TSecr=3000168232","4444","51352"
"1481","1.177071038","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","51080","4444"
"1482","1.177095762","127.0.0.1","127.0.0.1","TCP","66","4444  >  51080 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=3000168233 TSecr=3000168233","4444","51080"
"1494","1.177681870","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","51140","4444"
"1497","1.177702404","127.0.0.1","127.0.0.1","TCP","66","4444  >  51140 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=3000168233 TSecr=3000168233","4444","51140"
"1512","1.178174112","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","51148","4444"
"1515","1.178195623","127.0.0.1","127.0.0.1","TCP","66","4444  >  51148 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=3000168234 TSecr=3000168234","4444","51148"
"1526","1.178737870","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","50592","4444"
"1527","1.178764550","127.0.0.1","127.0.0.1","TCP","66","4444  >  50592 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=3000168234 TSecr=3000168234","4444","50592"
"1544","1.179355058","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","50656","4444"
"1545","1.179375102","127.0.0.1","127.0.0.1","TCP","66","4444  >  50656 [ACK] Seq=1 Ack=336 Win=907 Len=0 TSval=3000168235 TSecr=3000168235","4444","50656"
"1555","1.179882080","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","50688","4444"
