"No.","Time","Source","Destination","Protocol","Length","Info"
"124","0.131340335","127.0.0.1","127.0.0.1","TCP","119","51798  >  8080 [PSH, ACK] Seq=645 Ack=2111 Win=77440 Len=53 TSval=2706769051 TSecr=2706769050"
"126","0.135478275","127.0.0.1","127.0.0.1","TCP","1902","51798  >  8080 [PSH, ACK] Seq=698 Ack=2111 Win=77440 Len=1836 TSval=2706769055 TSecr=2706769050"
"127","0.135491125","127.0.0.1","127.0.0.1","TCP","66","8080  >  51798 [ACK] Seq=2111 Ack=2534 Win=86272 Len=0 TSval=2706769055 TSecr=2706769051"
"134","0.137749364","127.0.0.1","127.0.0.1","TCP","114","51798  >  8080 [PSH, ACK] Seq=2534 Ack=2111 Win=77440 Len=48 TSval=2706769058 TSecr=2706769055"
"135","0.138333096","127.0.0.1","127.0.0.1","TCP","114","51768  >  8080 [PSH, ACK] Seq=2536 Ack=2111 Win=77440 Len=48 TSval=2706769058 TSecr=2706769029"
"136","0.138672243","127.0.0.1","127.0.0.1","TCP","114","51794  >  8080 [PSH, ACK] Seq=2535 Ack=2111 Win=77440 Len=48 TSval=2706769059 TSecr=2706769035"
"137","0.138672243","127.0.0.1","127.0.0.1","TCP","114","51776  >  8080 [PSH, ACK] Seq=2536 Ack=2111 Win=77440 Len=48 TSval=2706769059 TSecr=2706769031"
"138","0.138738523","127.0.0.1","127.0.0.1","TCP","114","51780  >  8080 [PSH, ACK] Seq=2533 Ack=2111 Win=77440 Len=48 TSval=2706769059 TSecr=2706769033"
"139","0.141818581","127.0.0.1","127.0.0.1","TCP","504","8080  >  51798 [PSH, ACK] Seq=2111 Ack=2582 Win=86272 Len=438 TSval=2706769062 TSecr=2706769058"
"140","0.142549397","127.0.0.1","127.0.0.1","TCP","504","8080  >  51768 [PSH, ACK] Seq=2111 Ack=2584 Win=86272 Len=438 TSval=2706769062 TSecr=2706769058"
"141","0.142997357","127.0.0.1","127.0.0.1","TCP","504","8080  >  51794 [PSH, ACK] Seq=2111 Ack=2583 Win=85632 Len=438 TSval=2706769063 TSecr=2706769059"
"142","0.143707989","127.0.0.1","127.0.0.1","TCP","504","8080  >  51776 [PSH, ACK] Seq=2111 Ack=2584 Win=86272 Len=438 TSval=2706769064 TSecr=2706769059"
"143","0.144576043","127.0.0.1","127.0.0.1","TCP","504","8080  >  51780 [PSH, ACK] Seq=2111 Ack=2581 Win=86272 Len=438 TSval=2706769064 TSecr=2706769059"
"144","0.147159392","127.0.0.1","127.0.0.1","TCP","551","51798  >  8080 [PSH, ACK] Seq=2582 Ack=2549 Win=77568 Len=485 TSval=2706769067 TSecr=2706769062"
"145","0.148043579","127.0.0.1","127.0.0.1","TCP","615","51768  >  8080 [PSH, ACK] Seq=2584 Ack=2549 Win=77568 Len=549 TSval=2706769068 TSecr=2706769062"
"146","0.148308835","127.0.0.1","127.0.0.1","TCP","558","8080  >  51780 [PSH, ACK] Seq=2549 Ack=2581 Win=86272 Len=492 TSval=2706769068 TSecr=2706769059"
"147","0.148640440","127.0.0.1","127.0.0.1","TCP","649","51794  >  8080 [PSH, ACK] Seq=2583 Ack=2549 Win=77568 Len=583 TSval=2706769068 TSecr=2706769063"
"148","0.149076667","127.0.0.1","127.0.0.1","TCP","622","8080  >  51780 [PSH, ACK] Seq=3041 Ack=2581 Win=86272 Len=556 TSval=2706769069 TSecr=2706769059"
"149","0.149300438","127.0.0.1","127.0.0.1","TCP","615","51776  >  8080 [PSH, ACK] Seq=2584 Ack=2549 Win=77568 Len=549 TSval=2706769069 TSecr=2706769064"
"150","0.149526094","127.0.0.1","127.0.0.1","TCP","656","8080  >  51776 [PSH, ACK] Seq=2549 Ack=3133 Win=87168 Len=590 TSval=2706769069 TSecr=2706769069"
"151","0.150636007","127.0.0.1","127.0.0.1","TCP","622","8080  >  51798 [PSH, ACK] Seq=2549 Ack=3067 Win=87168 Len=556 TSval=2706769071 TSecr=2706769067"
"152","0.150900984","127.0.0.1","127.0.0.1","TCP","583","51780  >  8080 [PSH, ACK] Seq=2581 Ack=3597 Win=76672 Len=517 TSval=2706769071 TSecr=2706769064"
"153","0.151626213","127.0.0.1","127.0.0.1","TCP","590","8080  >  51794 [PSH, ACK] Seq=2549 Ack=3166 Win=87168 Len=524 TSval=2706769071 TSecr=2706769068"
"158","0.189141587","127.0.0.1","127.0.0.1","TCP","66","8080  >  51768 [ACK] Seq=2549 Ack=3133 Win=87168 Len=0 TSval=2706769109 TSecr=2706769068"
"159","0.192995064","127.0.0.1","127.0.0.1","TCP","66","8080  >  51780 [ACK] Seq=3597 Ack=3098 Win=87168 Len=0 TSval=2706769113 TSecr=2706769071"
"160","0.193001140","127.0.0.1","127.0.0.1","TCP","66","51794  >  8080 [ACK] Seq=3166 Ack=3073 Win=77568 Len=0 TSval=2706769113 TSecr=2706769071"
"161","0.193018531","127.0.0.1","127.0.0.1","TCP","66","51798  >  8080 [ACK] Seq=3067 Ack=3105 Win=77568 Len=0 TSval=2706769113 TSecr=2706769071"
"162","0.193029845","127.0.0.1","127.0.0.1","TCP","66","51776  >  8080 [ACK] Seq=3133 Ack=3139 Win=77568 Len=0 TSval=2706769113 TSecr=2706769069"
"163","1.141769648","127.0.0.1","127.0.0.1","TCP","114","51794  >  8080 [PSH, ACK] Seq=3166 Ack=3073 Win=77568 Len=48 TSval=2706770062 TSecr=2706769071"
"164","1.141821190","127.0.0.1","127.0.0.1","TCP","114","51768  >  8080 [PSH, ACK] Seq=3133 Ack=2549 Win=77568 Len=48 TSval=2706770062 TSecr=2706769109"
"165","1.141853387","127.0.0.1","127.0.0.1","TCP","66","8080  >  51768 [ACK] Seq=2549 Ack=3181 Win=87168 Len=0 TSval=2706770062 TSecr=2706770062"
"166","1.142599917","127.0.0.1","127.0.0.1","TCP","615","51798  >  8080 [PSH, ACK] Seq=3067 Ack=3105 Win=77568 Len=549 TSval=2706770062 TSecr=2706769071"
"167","1.142608578","127.0.0.1","127.0.0.1","TCP","114","51780  >  8080 [PSH, ACK] Seq=3098 Ack=3597 Win=77568 Len=48 TSval=2706770062 TSecr=2706769113"
"168","1.142641263","127.0.0.1","127.0.0.1","TCP","66","8080  >  51780 [ACK] Seq=3597 Ack=3146 Win=87168 Len=0 TSval=2706770063 TSecr=2706770062"
"169","1.143168353","127.0.0.1","127.0.0.1","TCP","504","8080  >  51794 [PSH, ACK] Seq=3073 Ack=3214 Win=87168 Len=438 TSval=2706770063 TSecr=2706770062"
"170","1.143194963","127.0.0.1","127.0.0.1","TCP","66","51794  >  8080 [ACK] Seq=3214 Ack=3511 Win=77568 Len=0 TSval=2706770063 TSecr=2706770063"
"171","1.143283661","127.0.0.1","127.0.0.1","TCP","583","51776  >  8080 [PSH, ACK] Seq=3133 Ack=3139 Win=77568 Len=517 TSval=2706770063 TSecr=2706769069"
"172","1.144574183","127.0.0.1","127.0.0.1","TCP","504","8080  >  51768 [PSH, ACK] Seq=2549 Ack=3181 Win=87168 Len=438 TSval=2706770064 TSecr=2706770062"
"173","1.145588204","127.0.0.1","127.0.0.1","TCP","622","8080  >  51780 [PSH, ACK] Seq=3597 Ack=3146 Win=87168 Len=556 TSval=2706770065 TSecr=2706770062"
"174","1.146793870","127.0.0.1","127.0.0.1","TCP","590","8080  >  51798 [PSH, ACK] Seq=3105 Ack=3616 Win=87168 Len=524 TSval=2706770067 TSecr=2706770062"
"175","1.146814892","127.0.0.1","127.0.0.1","TCP","66","51798  >  8080 [ACK] Seq=3616 Ack=3629 Win=77568 Len=0 TSval=2706770067 TSecr=2706770067"
"176","1.147129106","127.0.0.1","127.0.0.1","TCP","649","51794  >  8080 [PSH, ACK] Seq=3214 Ack=3511 Win=77568 Len=583 TSval=2706770067 TSecr=2706770063"
"177","1.147166611","127.0.0.1","127.0.0.1","TCP","504","8080  >  51780 [PSH, ACK] Seq=4153 Ack=3146 Win=87168 Len=438 TSval=2706770067 TSecr=2706770062"
"178","1.147181767","127.0.0.1","127.0.0.1","TCP","66","51780  >  8080 [ACK] Seq=3146 Ack=4591 Win=77568 Len=0 TSval=2706770067 TSecr=2706770065"
"179","1.148157655","127.0.0.1","127.0.0.1","TCP","656","8080  >  51798 [PSH, ACK] Seq=3629 Ack=3616 Win=87168 Len=590 TSval=2706770068 TSecr=2706770067"
"180","1.148174068","127.0.0.1","127.0.0.1","TCP","66","51798  >  8080 [ACK] Seq=3616 Ack=4219 Win=77568 Len=0 TSval=2706770068 TSecr=2706770068"
"181","1.149089124","127.0.0.1","127.0.0.1","TCP","615","51768  >  8080 [PSH, ACK] Seq=3181 Ack=2987 Win=77568 Len=549 TSval=2706770069 TSecr=2706770064"
"182","1.149704005","127.0.0.1","127.0.0.1","TCP","622","8080  >  51776 [PSH, ACK] Seq=3139 Ack=3650 Win=87168 Len=556 TSval=2706770070 TSecr=2706770063"
"183","1.149721744","127.0.0.1","127.0.0.1","TCP","66","51776  >  8080 [ACK] Seq=3650 Ack=3695 Win=77568 Len=0 TSval=2706770070 TSecr=2706770070"
"184","1.151342055","127.0.0.1","127.0.0.1","TCP","551","51780  >  8080 [PSH, ACK] Seq=3146 Ack=4591 Win=77568 Len=485 TSval=2706770071 TSecr=2706770065"
"185","1.152166040","127.0.0.1","127.0.0.1","TCP","558","8080  >  51768 [PSH, ACK] Seq=2987 Ack=3730 Win=87168 Len=492 TSval=2706770072 TSecr=2706770069"
"186","1.188692954","127.0.0.1","127.0.0.1","TCP","66","8080  >  51794 [ACK] Seq=3511 Ack=3797 Win=87168 Len=0 TSval=2706770109 TSecr=2706770067"
"187","1.192929230","127.0.0.1","127.0.0.1","TCP","66","8080  >  51780 [ACK] Seq=4591 Ack=3631 Win=87168 Len=0 TSval=2706770113 TSecr=2706770071"
"188","1.192929230","127.0.0.1","127.0.0.1","TCP","66","51768  >  8080 [ACK] Seq=3730 Ack=3479 Win=77568 Len=0 TSval=2706770113 TSecr=2706770072"
"189","2.145634463","127.0.0.1","127.0.0.1","TCP","713","51768  >  8080 [PSH, ACK] Seq=3730 Ack=3479 Win=77568 Len=647 TSval=2706771065 TSecr=2706770072"
"190","2.146011744","127.0.0.1","127.0.0.1","TCP","114","51776  >  8080 [PSH, ACK] Seq=3650 Ack=3695 Win=77568 Len=48 TSval=2706771066 TSecr=2706770070"
"191","2.146103655","127.0.0.1","127.0.0.1","TCP","114","51798  >  8080 [PSH, ACK] Seq=3616 Ack=4219 Win=77568 Len=48 TSval=2706771066 TSecr=2706770068"
"192","2.146773011","127.0.0.1","127.0.0.1","TCP","615","51780  >  8080 [PSH, ACK] Seq=3631 Ack=4591 Win=77568 Len=549 TSval=2706771067 TSecr=2706770113"
"193","2.146804998","127.0.0.1","127.0.0.1","TCP","66","8080  >  51780 [ACK] Seq=4591 Ack=4180 Win=87168 Len=0 TSval=2706771067 TSecr=2706771067"
"194","2.146949010","127.0.0.1","127.0.0.1","TCP","720","8080  >  51776 [PSH, ACK] Seq=3695 Ack=3698 Win=87168 Len=654 TSval=2706771067 TSecr=2706771066"
"195","2.146974852","127.0.0.1","127.0.0.1","TCP","66","51776  >  8080 [ACK] Seq=3698 Ack=4349 Win=77440 Len=0 TSval=2706771067 TSecr=2706771067"
"196","2.147793737","127.0.0.1","127.0.0.1","TCP","615","51794  >  8080 [PSH, ACK] Seq=3797 Ack=3511 Win=77568 Len=549 TSval=2706771068 TSecr=2706770109"
"197","2.147827121","127.0.0.1","127.0.0.1","TCP","66","8080  >  51794 [ACK] Seq=3511 Ack=4346 Win=87168 Len=0 TSval=2706771068 TSecr=2706771068"
"198","2.148400027","127.0.0.1","127.0.0.1","TCP","504","8080  >  51776 [PSH, ACK] Seq=4349 Ack=3698 Win=87168 Len=438 TSval=2706771068 TSecr=2706771067"
"199","2.148429570","127.0.0.1","127.0.0.1","TCP","66","51776  >  8080 [ACK] Seq=3698 Ack=4787 Win=77568 Len=0 TSval=2706771068 TSecr=2706771068"
"200","2.149455534","127.0.0.1","127.0.0.1","TCP","504","8080  >  51798 [PSH, ACK] Seq=4219 Ack=3664 Win=87168 Len=438 TSval=2706771069 TSecr=2706771066"
"201","2.149486055","127.0.0.1","127.0.0.1","TCP","66","51798  >  8080 [ACK] Seq=3664 Ack=4657 Win=77568 Len=0 TSval=2706771069 TSecr=2706771069"
"202","2.150233423","127.0.0.1","127.0.0.1","TCP","622","8080  >  51794 [PSH, ACK] Seq=3511 Ack=4346 Win=87168 Len=556 TSval=2706771070 TSecr=2706771068"
"203","2.151355698","127.0.0.1","127.0.0.1","TCP","622","8080  >  51798 [PSH, ACK] Seq=4657 Ack=3664 Win=87168 Len=556 TSval=2706771071 TSecr=2706771069"
"204","2.151386917","127.0.0.1","127.0.0.1","TCP","66","51798  >  8080 [ACK] Seq=3664 Ack=5213 Win=77568 Len=0 TSval=2706771071 TSecr=2706771071"
"205","2.154175389","127.0.0.1","127.0.0.1","TCP","615","51776  >  8080 [PSH, ACK] Seq=3698 Ack=4787 Win=77568 Len=549 TSval=2706771074 TSecr=2706771068"
"206","2.154304315","127.0.0.1","127.0.0.1","TCP","713","51798  >  8080 [PSH, ACK] Seq=3664 Ack=5213 Win=77568 Len=647 TSval=2706771074 TSecr=2706771071"
"207","2.155275245","127.0.0.1","127.0.0.1","TCP","622","8080  >  51768 [PSH, ACK] Seq=3479 Ack=4377 Win=87168 Len=556 TSval=2706771075 TSecr=2706771065"
"208","2.155304788","127.0.0.1","127.0.0.1","TCP","66","51768  >  8080 [ACK] Seq=4377 Ack=4035 Win=77568 Len=0 TSval=2706771075 TSecr=2706771075"
"209","2.156694414","127.0.0.1","127.0.0.1","TCP","720","8080  >  51768 [PSH, ACK] Seq=4035 Ack=4377 Win=87168 Len=654 TSval=2706771077 TSecr=2706771075"
"210","2.156722071","127.0.0.1","127.0.0.1","TCP","66","51768  >  8080 [ACK] Seq=4377 Ack=4689 Win=77440 Len=0 TSval=2706771077 TSecr=2706771077"
"211","2.192886930","127.0.0.1","127.0.0.1","TCP","66","51794  >  8080 [ACK] Seq=4346 Ack=4067 Win=77568 Len=0 TSval=2706771113 TSecr=2706771070"
"212","2.197044355","127.0.0.1","127.0.0.1","TCP","66","8080  >  51798 [ACK] Seq=5213 Ack=4311 Win=87168 Len=0 TSval=2706771117 TSecr=2706771074"
"213","2.197082767","127.0.0.1","127.0.0.1","TCP","66","8080  >  51776 [ACK] Seq=4787 Ack=4247 Win=87168 Len=0 TSval=2706771117 TSecr=2706771074"
"214","3.148664746","127.0.0.1","127.0.0.1","TCP","114","51768  >  8080 [PSH, ACK] Seq=4377 Ack=4689 Win=77568 Len=48 TSval=2706772068 TSecr=2706771077"
"215","3.148841095","127.0.0.1","127.0.0.1","TCP","114","51798  >  8080 [PSH, ACK] Seq=4311 Ack=5213 Win=77568 Len=48 TSval=2706772069 TSecr=2706771117"
"216","3.148867285","127.0.0.1","127.0.0.1","TCP","66","8080  >  51798 [ACK] Seq=5213 Ack=4359 Win=87168 Len=0 TSval=2706772069 TSecr=2706772069"
"217","3.149929497","127.0.0.1","127.0.0.1","TCP","114","51780  >  8080 [PSH, ACK] Seq=4180 Ack=4591 Win=77568 Len=48 TSval=2706772070 TSecr=2706771067"
"218","3.149964418","127.0.0.1","127.0.0.1","TCP","66","8080  >  51780 [ACK] Seq=4591 Ack=4228 Win=87168 Len=0 TSval=2706772070 TSecr=2706772070"
"219","3.150011490","127.0.0.1","127.0.0.1","TCP","504","8080  >  51768 [PSH, ACK] Seq=4689 Ack=4425 Win=87168 Len=438 TSval=2706772070 TSecr=2706772068"
"220","3.150043408","127.0.0.1","127.0.0.1","TCP","66","51768  >  8080 [ACK] Seq=4425 Ack=5127 Win=77568 Len=0 TSval=2706772070 TSecr=2706772070"
"221","3.151037036","127.0.0.1","127.0.0.1","TCP","114","51794  >  8080 [PSH, ACK] Seq=4346 Ack=4067 Win=77568 Len=48 TSval=2706772071 TSecr=2706771070"
"222","3.151157931","127.0.0.1","127.0.0.1","TCP","551","51776  >  8080 [PSH, ACK] Seq=4247 Ack=4787 Win=77568 Len=485 TSval=2706772071 TSecr=2706771117"
"223","3.151181676","127.0.0.1","127.0.0.1","TCP","66","8080  >  51776 [ACK] Seq=4787 Ack=4732 Win=87168 Len=0 TSval=2706772071 TSecr=2706772071"
"224","3.151594716","127.0.0.1","127.0.0.1","TCP","504","8080  >  51798 [PSH, ACK] Seq=5213 Ack=4359 Win=87168 Len=438 TSval=2706772071 TSecr=2706772069"
"225","3.152491405","127.0.0.1","127.0.0.1","TCP","504","8080  >  51780 [PSH, ACK] Seq=4591 Ack=4228 Win=87168 Len=438 TSval=2706772072 TSecr=2706772070"
"226","3.153453953","127.0.0.1","127.0.0.1","TCP","504","8080  >  51794 [PSH, ACK] Seq=4067 Ack=4394 Win=87168 Len=438 TSval=2706772073 TSecr=2706772071"
"227","3.153484474","127.0.0.1","127.0.0.1","TCP","66","51794  >  8080 [ACK] Seq=4394 Ack=4505 Win=77568 Len=0 TSval=2706772073 TSecr=2706772073"
"228","3.154666393","127.0.0.1","127.0.0.1","TCP","558","8080  >  51768 [PSH, ACK] Seq=5127 Ack=4425 Win=87168 Len=492 TSval=2706772075 TSecr=2706772070"
"229","3.154698311","127.0.0.1","127.0.0.1","TCP","66","51768  >  8080 [ACK] Seq=4425 Ack=5619 Win=77568 Len=0 TSval=2706772075 TSecr=2706772075"
"230","3.155963830","127.0.0.1","127.0.0.1","TCP","681","51768  >  8080 [PSH, ACK] Seq=4425 Ack=5619 Win=77568 Len=615 TSval=2706772076 TSecr=2706772075"
"231","3.157225158","127.0.0.1","127.0.0.1","TCP","688","8080  >  51798 [PSH, ACK] Seq=5651 Ack=4359 Win=87168 Len=622 TSval=2706772077 TSecr=2706772069"
"232","3.157269088","127.0.0.1","127.0.0.1","TCP","649","51780  >  8080 [PSH, ACK] Seq=4228 Ack=5029 Win=77568 Len=583 TSval=2706772077 TSecr=2706772072"
"233","3.158257548","127.0.0.1","127.0.0.1","TCP","615","51798  >  8080 [PSH, ACK] Seq=4359 Ack=6273 Win=77440 Len=549 TSval=2706772078 TSecr=2706772071"
"234","3.158848403","127.0.0.1","127.0.0.1","TCP","656","8080  >  51776 [PSH, ACK] Seq=4787 Ack=4732 Win=87168 Len=590 TSval=2706772079 TSecr=2706772071"
"235","3.160088430","127.0.0.1","127.0.0.1","TCP","622","8080  >  51794 [PSH, ACK] Seq=4505 Ack=4394 Win=87168 Len=556 TSval=2706772080 TSecr=2706772073"
"236","3.160124398","127.0.0.1","127.0.0.1","TCP","649","51794  >  8080 [PSH, ACK] Seq=4394 Ack=4505 Win=77568 Len=583 TSval=2706772080 TSecr=2706772073"
"237","3.161297727","127.0.0.1","127.0.0.1","TCP","656","8080  >  51768 [PSH, ACK] Seq=5619 Ack=5040 Win=87168 Len=590 TSval=2706772081 TSecr=2706772076"
