"No.","Time","Source","Destination","Protocol","Length","Info"
"1211","9.806642464","127.0.0.1","127.0.0.1","TCP","66","45978  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812201 TSecr=2061812201"
"1225","9.811820985","127.0.0.1","127.0.0.1","TCP","66","45962  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812207 TSecr=2061812166"
"1257","9.825192028","127.0.0.1","127.0.0.1","TCP","66","45982  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812220 TSecr=2061812220"
"1259","9.827177196","127.0.0.1","127.0.0.1","TCP","66","4444  >  45982 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812222 TSecr=2061812222"
"1261","9.829523863","127.0.0.1","127.0.0.1","TCP","66","45982  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812224 TSecr=2061812224"
"1265","9.832901597","127.0.0.1","127.0.0.1","TCP","66","45968  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812228 TSecr=2061812187"
"1307","9.846106977","127.0.0.1","127.0.0.1","TCP","66","45988  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812241 TSecr=2061812241"
"1309","9.847135599","127.0.0.1","127.0.0.1","TCP","66","4444  >  45988 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812242 TSecr=2061812242"
"1311","9.851302749","127.0.0.1","127.0.0.1","TCP","66","45988  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812246 TSecr=2061812246"
"1317","9.854834063","127.0.0.1","127.0.0.1","TCP","66","45978  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812250 TSecr=2061812208"
"1357","9.867084992","127.0.0.1","127.0.0.1","TCP","66","45992  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812262 TSecr=2061812262"
"1363","9.868532732","127.0.0.1","127.0.0.1","TCP","66","4444  >  45992 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812263 TSecr=2061812263"
"1365","9.871433450","127.0.0.1","127.0.0.1","TCP","66","45992  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812266 TSecr=2061812266"
"1379","9.876841120","127.0.0.1","127.0.0.1","TCP","66","45982  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812272 TSecr=2061812231"
"1411","9.888828398","127.0.0.1","127.0.0.1","TCP","66","46000  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812284 TSecr=2061812283"
"1413","9.889730747","127.0.0.1","127.0.0.1","TCP","66","4444  >  46000 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812284 TSecr=2061812284"
"1415","9.892862500","127.0.0.1","127.0.0.1","TCP","66","46000  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812288 TSecr=2061812288"
"1430","9.898847129","127.0.0.1","127.0.0.1","TCP","66","45988  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812294 TSecr=2061812252"
"1461","9.910311924","127.0.0.1","127.0.0.1","TCP","66","51122  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812305 TSecr=2061812305"
"1463","9.911740248","127.0.0.1","127.0.0.1","TCP","66","4444  >  51122 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812306 TSecr=2061812306"
"1465","9.915341893","127.0.0.1","127.0.0.1","TCP","66","51122  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812310 TSecr=2061812310"
"1478","9.919839322","127.0.0.1","127.0.0.1","TCP","66","45992  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812315 TSecr=2061812273"
"1511","9.931020562","127.0.0.1","127.0.0.1","TCP","66","51124  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812326 TSecr=2061812326"
"1513","9.932066226","127.0.0.1","127.0.0.1","TCP","66","4444  >  51124 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812327 TSecr=2061812327"
"1515","9.935730728","127.0.0.1","127.0.0.1","TCP","66","51124  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812330 TSecr=2061812330"
"1535","9.941832481","127.0.0.1","127.0.0.1","TCP","66","46000  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812337 TSecr=2061812295"
"1561","9.955575708","127.0.0.1","127.0.0.1","TCP","66","51138  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812350 TSecr=2061812350"
"1563","9.956457314","127.0.0.1","127.0.0.1","TCP","66","4444  >  51138 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812351 TSecr=2061812351"
"1565","9.959900001","127.0.0.1","127.0.0.1","TCP","66","51138  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812355 TSecr=2061812355"
"1567","9.961835512","127.0.0.1","127.0.0.1","TCP","66","51122  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812357 TSecr=2061812316"
"1615","9.976863819","127.0.0.1","127.0.0.1","TCP","66","51142  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812372 TSecr=2061812372"
"1617","9.977969266","127.0.0.1","127.0.0.1","TCP","66","4444  >  51142 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812373 TSecr=2061812373"
"1619","9.980603540","127.0.0.1","127.0.0.1","TCP","66","51142  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812375 TSecr=2061812375"
"1621","9.982840207","127.0.0.1","127.0.0.1","TCP","66","51124  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812378 TSecr=2061812337"
"1665","9.997351548","127.0.0.1","127.0.0.1","TCP","66","51144  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812392 TSecr=2061812392"
"1667","9.998614139","127.0.0.1","127.0.0.1","TCP","66","4444  >  51144 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812393 TSecr=2061812393"
"1669","10.002138539","127.0.0.1","127.0.0.1","TCP","66","51144  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812397 TSecr=2061812397"
"1684","10.007842476","127.0.0.1","127.0.0.1","TCP","66","51138  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812403 TSecr=2061812362"
"1715","10.023561863","127.0.0.1","127.0.0.1","TCP","66","51146  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812418 TSecr=2061812418"
"1717","10.024624428","127.0.0.1","127.0.0.1","TCP","66","4444  >  51146 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812419 TSecr=2061812419"
"1719","10.028081431","127.0.0.1","127.0.0.1","TCP","66","51146  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812423 TSecr=2061812423"
"1720","10.028832295","127.0.0.1","127.0.0.1","TCP","66","51142  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812424 TSecr=2061812382"
"1765","10.044691713","127.0.0.1","127.0.0.1","TCP","66","51160  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812439 TSecr=2061812439"
"1767","10.045917637","127.0.0.1","127.0.0.1","TCP","66","4444  >  51160 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812441 TSecr=2061812441"
"1769","10.049437218","127.0.0.1","127.0.0.1","TCP","66","51160  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812444 TSecr=2061812444"
"1770","10.049847885","127.0.0.1","127.0.0.1","TCP","66","51144  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812445 TSecr=2061812404"
"1815","10.068905056","127.0.0.1","127.0.0.1","TCP","66","51162  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812464 TSecr=2061812464"
"1817","10.071147589","127.0.0.1","127.0.0.1","TCP","66","4444  >  51162 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812466 TSecr=2061812466"
"1823","10.073661596","127.0.0.1","127.0.0.1","TCP","66","51162  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812468 TSecr=2061812468"
"1824","10.074820333","127.0.0.1","127.0.0.1","TCP","66","51146  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812470 TSecr=2061812429"
"1869","10.094541833","127.0.0.1","127.0.0.1","TCP","66","51170  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812489 TSecr=2061812489"
"1871","10.095727529","127.0.0.1","127.0.0.1","TCP","66","4444  >  51170 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812490 TSecr=2061812490"
"1872","10.097828564","127.0.0.1","127.0.0.1","TCP","66","51160  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812493 TSecr=2061812452"
"1874","10.098720018","127.0.0.1","127.0.0.1","TCP","66","51170  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812493 TSecr=2061812493"
"1919","10.121735443","127.0.0.1","127.0.0.1","TCP","66","51186  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812516 TSecr=2061812516"
"1921","10.122854859","127.0.0.1","127.0.0.1","TCP","66","4444  >  51186 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812518 TSecr=2061812518"
"1922","10.123846047","127.0.0.1","127.0.0.1","TCP","66","51162  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812519 TSecr=2061812478"
"1924","10.126487514","127.0.0.1","127.0.0.1","TCP","66","51186  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812521 TSecr=2061812521"
"1969","10.142222544","127.0.0.1","127.0.0.1","TCP","66","51188  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812537 TSecr=2061812537"
"1971","10.143211287","127.0.0.1","127.0.0.1","TCP","66","4444  >  51188 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812538 TSecr=2061812538"
"1972","10.145826215","127.0.0.1","127.0.0.1","TCP","66","51170  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812541 TSecr=2061812500"
"1974","10.146095383","127.0.0.1","127.0.0.1","TCP","66","51188  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812541 TSecr=2061812541"
"2019","10.167539309","127.0.0.1","127.0.0.1","TCP","66","51194  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812562 TSecr=2061812562"
"2021","10.168887316","127.0.0.1","127.0.0.1","TCP","66","4444  >  51194 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812564 TSecr=2061812564"
"2023","10.171481431","127.0.0.1","127.0.0.1","TCP","66","51194  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812566 TSecr=2061812566"
"2026","10.173837666","127.0.0.1","127.0.0.1","TCP","66","51186  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812569 TSecr=2061812528"
"2069","10.193855503","127.0.0.1","127.0.0.1","TCP","66","51188  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812589 TSecr=2061812548"
"2074","10.194182640","127.0.0.1","127.0.0.1","TCP","66","51206  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812589 TSecr=2061812589"
"2076","10.195422392","127.0.0.1","127.0.0.1","TCP","66","4444  >  51206 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812590 TSecr=2061812590"
"2078","10.198504907","127.0.0.1","127.0.0.1","TCP","66","51206  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812593 TSecr=2061812593"
"2119","10.220866129","127.0.0.1","127.0.0.1","TCP","66","51194  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812616 TSecr=2061812574"
"2124","10.221882459","127.0.0.1","127.0.0.1","TCP","66","51222  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812617 TSecr=2061812617"
"2126","10.223767336","127.0.0.1","127.0.0.1","TCP","66","4444  >  51222 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812618 TSecr=2061812618"
"2128","10.226306695","127.0.0.1","127.0.0.1","TCP","66","51222  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812621 TSecr=2061812621"
"2169","10.244852487","127.0.0.1","127.0.0.1","TCP","66","51206  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812640 TSecr=2061812599"
"2174","10.251180037","127.0.0.1","127.0.0.1","TCP","66","51228  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812646 TSecr=2061812646"
"2176","10.253240914","127.0.0.1","127.0.0.1","TCP","66","4444  >  51228 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812648 TSecr=2061812648"
"2178","10.258122470","127.0.0.1","127.0.0.1","TCP","66","51228  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812653 TSecr=2061812653"
"2219","10.274836815","127.0.0.1","127.0.0.1","TCP","66","51222  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812670 TSecr=2061812629"
"2228","10.284736816","127.0.0.1","127.0.0.1","TCP","66","51242  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812679 TSecr=2061812679"
"2230","10.286849305","127.0.0.1","127.0.0.1","TCP","66","4444  >  51242 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812682 TSecr=2061812681"
"2232","10.290440544","127.0.0.1","127.0.0.1","TCP","66","51242  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812685 TSecr=2061812685"
"2273","10.307844083","127.0.0.1","127.0.0.1","TCP","66","51228  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812703 TSecr=2061812662"
"2278","10.315008820","127.0.0.1","127.0.0.1","TCP","66","51248  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812710 TSecr=2061812710"
"2280","10.317034916","127.0.0.1","127.0.0.1","TCP","66","4444  >  51248 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812712 TSecr=2061812712"
"2282","10.319634827","127.0.0.1","127.0.0.1","TCP","66","51248  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812714 TSecr=2061812714"
"2327","10.338532760","127.0.0.1","127.0.0.1","TCP","66","51260  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812733 TSecr=2061812733"
"2328","10.338844252","127.0.0.1","127.0.0.1","TCP","66","51242  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812734 TSecr=2061812693"
"2330","10.339345782","127.0.0.1","127.0.0.1","TCP","66","4444  >  51260 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812734 TSecr=2061812734"
"2332","10.344586322","127.0.0.1","127.0.0.1","TCP","66","51260  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812739 TSecr=2061812739"
"2373","10.368849951","127.0.0.1","127.0.0.1","TCP","66","51248  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812764 TSecr=2061812723"
"2378","10.369768224","127.0.0.1","127.0.0.1","TCP","66","51270  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812764 TSecr=2061812764"
"2380","10.371071253","127.0.0.1","127.0.0.1","TCP","66","4444  >  51270 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812766 TSecr=2061812766"
"2382","10.374530282","127.0.0.1","127.0.0.1","TCP","66","51270  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812769 TSecr=2061812769"
"2427","10.395875872","127.0.0.1","127.0.0.1","TCP","66","51260  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812791 TSecr=2061812749"
"2432","10.401531828","127.0.0.1","127.0.0.1","TCP","66","51280  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812796 TSecr=2061812796"
"2434","10.402923974","127.0.0.1","127.0.0.1","TCP","66","4444  >  51280 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812798 TSecr=2061812798"
"2436","10.407845340","127.0.0.1","127.0.0.1","TCP","66","51280  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812803 TSecr=2061812802"
"2477","10.422852904","127.0.0.1","127.0.0.1","TCP","66","51270  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812818 TSecr=2061812777"
"2482","10.429423571","127.0.0.1","127.0.0.1","TCP","66","51286  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812824 TSecr=2061812824"
"2484","10.430440460","127.0.0.1","127.0.0.1","TCP","66","4444  >  51286 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812825 TSecr=2061812825"
"2486","10.436020988","127.0.0.1","127.0.0.1","TCP","66","51286  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812831 TSecr=2061812831"
"2531","10.453352939","127.0.0.1","127.0.0.1","TCP","66","51300  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812848 TSecr=2061812848"
"2533","10.454536190","127.0.0.1","127.0.0.1","TCP","66","4444  >  51300 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812849 TSecr=2061812849"
"2534","10.455835029","127.0.0.1","127.0.0.1","TCP","66","51280  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=2061812851 TSecr=2061812810"
"2536","10.460199829","127.0.0.1","127.0.0.1","TCP","66","51300  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=2061812855 TSecr=2061812855"
"2581","10.478257152","127.0.0.1","127.0.0.1","TCP","66","51302  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2061812873 TSecr=2061812873"
"2583","10.479677724","127.0.0.1","127.0.0.1","TCP","66","4444  >  51302 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=2061812874 TSecr=2061812874"
