"No.","Time","Source","Destination","Protocol","Length","Info"
"374","32.811569580","127.0.0.1","127.0.0.1","TCP","361","37694  >  8080 [PSH, ACK] Seq=350 Ack=1346 Win=77056 Len=295 TSval=2304202474 TSecr=2304202474"
"375","32.811805083","127.0.0.1","127.0.0.1","TCP","415","37806  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=349 TSval=2304202475 TSecr=2304202474"
"376","32.811819401","127.0.0.1","127.0.0.1","TCP","66","8080  >  37806 [ACK] Seq=1 Ack=350 Win=65152 Len=0 TSval=2304202475 TSecr=2304202475"
"379","32.812464940","127.0.0.1","127.0.0.1","TCP","1906","37668  >  8080 [PSH, ACK] Seq=698 Ack=2111 Win=77440 Len=1840 TSval=2304202475 TSecr=2304202470"
"380","32.812478769","127.0.0.1","127.0.0.1","TCP","66","8080  >  37668 [ACK] Seq=2111 Ack=2538 Win=86272 Len=0 TSval=2304202475 TSecr=2304202471"
"381","32.812924563","127.0.0.1","127.0.0.1","TCP","831","8080  >  37684 [PSH, ACK] Seq=1346 Ack=645 Win=65536 Len=765 TSval=2304202476 TSecr=2304202469"
"384","32.814074005","127.0.0.1","127.0.0.1","TCP","119","37684  >  8080 [PSH, ACK] Seq=645 Ack=2111 Win=77440 Len=53 TSval=2304202477 TSecr=2304202476"
"385","32.814129389","127.0.0.1","127.0.0.1","TCP","1906","37670  >  8080 [PSH, ACK] Seq=699 Ack=2111 Win=77440 Len=1840 TSval=2304202477 TSecr=2304202472"
"386","32.814141332","127.0.0.1","127.0.0.1","TCP","66","8080  >  37670 [ACK] Seq=2111 Ack=2539 Win=86272 Len=0 TSval=2304202477 TSecr=2304202474"
"387","32.814337934","127.0.0.1","127.0.0.1","TCP","1411","8080  >  37698 [PSH, ACK] Seq=1 Ack=350 Win=65536 Len=1345 TSval=2304202477 TSecr=2304202461"
"388","32.814359305","127.0.0.1","127.0.0.1","TCP","66","37698  >  8080 [ACK] Seq=350 Ack=1346 Win=77056 Len=0 TSval=2304202477 TSecr=2304202477"
"389","32.815336869","127.0.0.1","127.0.0.1","TCP","361","37698  >  8080 [PSH, ACK] Seq=350 Ack=1346 Win=77056 Len=295 TSval=2304202478 TSecr=2304202477"
"392","32.816270432","127.0.0.1","127.0.0.1","TCP","66","37808  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2304202479 TSecr=2304202479"
"393","32.817022619","127.0.0.1","127.0.0.1","TCP","415","37808  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=349 TSval=2304202480 TSecr=2304202479"
"394","32.817048321","127.0.0.1","127.0.0.1","TCP","66","8080  >  37808 [ACK] Seq=1 Ack=350 Win=65152 Len=0 TSval=2304202480 TSecr=2304202480"
"397","32.817218732","127.0.0.1","127.0.0.1","TCP","66","37818  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2304202480 TSecr=2304202480"
"398","32.817744425","127.0.0.1","127.0.0.1","TCP","415","37818  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=349 TSval=2304202481 TSecr=2304202480"
"399","32.817759231","127.0.0.1","127.0.0.1","TCP","66","8080  >  37818 [ACK] Seq=1 Ack=350 Win=65152 Len=0 TSval=2304202481 TSecr=2304202481"
"402","32.818927251","127.0.0.1","127.0.0.1","TCP","1899","37684  >  8080 [PSH, ACK] Seq=698 Ack=2111 Win=77440 Len=1833 TSval=2304202482 TSecr=2304202476"
"403","32.818941149","127.0.0.1","127.0.0.1","TCP","66","8080  >  37684 [ACK] Seq=2111 Ack=2531 Win=85120 Len=0 TSval=2304202482 TSecr=2304202477"
"406","32.828554682","127.0.0.1","127.0.0.1","TCP","66","37820  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2304202491 TSecr=2304202491"
"407","32.828848014","127.0.0.1","127.0.0.1","TCP","415","37820  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=349 TSval=2304202492 TSecr=2304202491"
"408","32.828857442","127.0.0.1","127.0.0.1","TCP","66","8080  >  37820 [ACK] Seq=1 Ack=350 Win=65152 Len=0 TSval=2304202492 TSecr=2304202492"
"409","32.837033579","127.0.0.1","127.0.0.1","TCP","831","8080  >  37694 [PSH, ACK] Seq=1346 Ack=645 Win=65536 Len=765 TSval=2304202500 TSecr=2304202474"
"410","32.837996615","127.0.0.1","127.0.0.1","TCP","1411","8080  >  37714 [PSH, ACK] Seq=1 Ack=350 Win=65536 Len=1345 TSval=2304202501 TSecr=2304202462"
"411","32.838020152","127.0.0.1","127.0.0.1","TCP","66","37714  >  8080 [ACK] Seq=350 Ack=1346 Win=77056 Len=0 TSval=2304202501 TSecr=2304202501"
"412","32.838170100","127.0.0.1","127.0.0.1","TCP","119","37694  >  8080 [PSH, ACK] Seq=645 Ack=2111 Win=77440 Len=53 TSval=2304202501 TSecr=2304202500"
"413","32.839050375","127.0.0.1","127.0.0.1","TCP","361","37714  >  8080 [PSH, ACK] Seq=350 Ack=1346 Win=77056 Len=295 TSval=2304202502 TSecr=2304202501"
"414","32.839076147","127.0.0.1","127.0.0.1","TCP","66","8080  >  37714 [ACK] Seq=1346 Ack=645 Win=65280 Len=0 TSval=2304202502 TSecr=2304202502"
"415","32.839789502","127.0.0.1","127.0.0.1","TCP","831","8080  >  37698 [PSH, ACK] Seq=1346 Ack=645 Win=65536 Len=765 TSval=2304202503 TSecr=2304202478"
"416","32.840541688","127.0.0.1","127.0.0.1","TCP","119","37698  >  8080 [PSH, ACK] Seq=645 Ack=2111 Win=77440 Len=53 TSval=2304202503 TSecr=2304202503"
"417","32.840744018","127.0.0.1","127.0.0.1","TCP","1411","8080  >  37728 [PSH, ACK] Seq=1 Ack=350 Win=65536 Len=1345 TSval=2304202504 TSecr=2304202467"
"418","32.840763014","127.0.0.1","127.0.0.1","TCP","66","37728  >  8080 [ACK] Seq=350 Ack=1346 Win=77056 Len=0 TSval=2304202504 TSecr=2304202504"
"419","32.841437887","127.0.0.1","127.0.0.1","TCP","361","37728  >  8080 [PSH, ACK] Seq=350 Ack=1346 Win=77056 Len=295 TSval=2304202504 TSecr=2304202504"
"420","32.842125750","127.0.0.1","127.0.0.1","TCP","831","8080  >  37714 [PSH, ACK] Seq=1346 Ack=645 Win=65536 Len=765 TSval=2304202505 TSecr=2304202502"
"423","32.843006724","127.0.0.1","127.0.0.1","TCP","1897","37694  >  8080 [PSH, ACK] Seq=698 Ack=2111 Win=77440 Len=1831 TSval=2304202506 TSecr=2304202500"
"424","32.843020901","127.0.0.1","127.0.0.1","TCP","66","8080  >  37694 [ACK] Seq=2111 Ack=2529 Win=85760 Len=0 TSval=2304202506 TSecr=2304202501"
"425","32.843182234","127.0.0.1","127.0.0.1","TCP","1411","8080  >  37740 [PSH, ACK] Seq=1 Ack=350 Win=65536 Len=1345 TSval=2304202506 TSecr=2304202471"
"426","32.843201859","127.0.0.1","127.0.0.1","TCP","66","37740  >  8080 [ACK] Seq=350 Ack=1346 Win=77056 Len=0 TSval=2304202506 TSecr=2304202506"
"427","32.843217504","127.0.0.1","127.0.0.1","TCP","119","37714  >  8080 [PSH, ACK] Seq=645 Ack=2111 Win=77440 Len=53 TSval=2304202506 TSecr=2304202505"
"428","32.844083042","127.0.0.1","127.0.0.1","TCP","361","37740  >  8080 [PSH, ACK] Seq=350 Ack=1346 Win=77056 Len=295 TSval=2304202507 TSecr=2304202506"
"431","32.844537567","127.0.0.1","127.0.0.1","TCP","1902","37698  >  8080 [PSH, ACK] Seq=698 Ack=2111 Win=77440 Len=1836 TSval=2304202507 TSecr=2304202503"
"432","32.844552443","127.0.0.1","127.0.0.1","TCP","66","8080  >  37698 [ACK] Seq=2111 Ack=2534 Win=86272 Len=0 TSval=2304202507 TSecr=2304202503"
"433","32.844841934","127.0.0.1","127.0.0.1","TCP","831","8080  >  37728 [PSH, ACK] Seq=1346 Ack=645 Win=65536 Len=765 TSval=2304202508 TSecr=2304202504"
"434","32.845640355","127.0.0.1","127.0.0.1","TCP","120","37728  >  8080 [PSH, ACK] Seq=645 Ack=2111 Win=77440 Len=54 TSval=2304202509 TSecr=2304202508"
"437","32.847022297","127.0.0.1","127.0.0.1","TCP","1904","37714  >  8080 [PSH, ACK] Seq=698 Ack=2111 Win=77440 Len=1838 TSval=2304202510 TSecr=2304202505"
"438","32.847052818","127.0.0.1","127.0.0.1","TCP","66","8080  >  37714 [ACK] Seq=2111 Ack=2536 Win=86272 Len=0 TSval=2304202510 TSecr=2304202506"
"439","32.848384474","127.0.0.1","127.0.0.1","TCP","1411","8080  >  37742 [PSH, ACK] Seq=1 Ack=350 Win=65536 Len=1345 TSval=2304202511 TSecr=2304202467"
"440","32.848418417","127.0.0.1","127.0.0.1","TCP","66","37742  >  8080 [ACK] Seq=350 Ack=1346 Win=77056 Len=0 TSval=2304202511 TSecr=2304202511"
"443","32.849337803","127.0.0.1","127.0.0.1","TCP","1901","37728  >  8080 [PSH, ACK] Seq=699 Ack=2111 Win=77440 Len=1835 TSval=2304202512 TSecr=2304202508"
"444","32.849349397","127.0.0.1","127.0.0.1","TCP","66","8080  >  37728 [ACK] Seq=2111 Ack=2534 Win=85632 Len=0 TSval=2304202512 TSecr=2304202509"
"445","32.849386273","127.0.0.1","127.0.0.1","TCP","361","37742  >  8080 [PSH, ACK] Seq=350 Ack=1346 Win=77056 Len=295 TSval=2304202512 TSecr=2304202511"
"446","32.849403244","127.0.0.1","127.0.0.1","TCP","66","8080  >  37742 [ACK] Seq=1346 Ack=645 Win=65280 Len=0 TSval=2304202512 TSecr=2304202512"
"447","32.855220643","127.0.0.1","127.0.0.1","TCP","831","8080  >  37740 [PSH, ACK] Seq=1346 Ack=645 Win=65536 Len=765 TSval=2304202518 TSecr=2304202507"
"448","32.856131648","127.0.0.1","127.0.0.1","TCP","119","37740  >  8080 [PSH, ACK] Seq=645 Ack=2111 Win=77440 Len=53 TSval=2304202519 TSecr=2304202518"
"449","32.858659191","127.0.0.1","127.0.0.1","TCP","1411","8080  >  37756 [PSH, ACK] Seq=1 Ack=350 Win=65536 Len=1345 TSval=2304202522 TSecr=2304202468"
"450","32.858690201","127.0.0.1","127.0.0.1","TCP","66","37756  >  8080 [ACK] Seq=350 Ack=1346 Win=77056 Len=0 TSval=2304202522 TSecr=2304202522"
"453","32.859059380","127.0.0.1","127.0.0.1","TCP","1902","37740  >  8080 [PSH, ACK] Seq=698 Ack=2111 Win=77440 Len=1836 TSval=2304202522 TSecr=2304202518"
"454","32.859067970","127.0.0.1","127.0.0.1","TCP","66","8080  >  37740 [ACK] Seq=2111 Ack=2534 Win=85632 Len=0 TSval=2304202522 TSecr=2304202519"
"455","32.859354877","127.0.0.1","127.0.0.1","TCP","361","37756  >  8080 [PSH, ACK] Seq=350 Ack=1346 Win=77056 Len=295 TSval=2304202522 TSecr=2304202522"
"456","32.859369753","127.0.0.1","127.0.0.1","TCP","66","8080  >  37756 [ACK] Seq=1346 Ack=645 Win=65280 Len=0 TSval=2304202522 TSecr=2304202522"
"457","32.861590903","127.0.0.1","127.0.0.1","TCP","831","8080  >  37742 [PSH, ACK] Seq=1346 Ack=645 Win=65536 Len=765 TSval=2304202524 TSecr=2304202512"
"458","32.862446106","127.0.0.1","127.0.0.1","TCP","1411","8080  >  37772 [PSH, ACK] Seq=1 Ack=350 Win=65536 Len=1345 TSval=2304202525 TSecr=2304202470"
"459","32.862464823","127.0.0.1","127.0.0.1","TCP","66","37772  >  8080 [ACK] Seq=350 Ack=1346 Win=77056 Len=0 TSval=2304202525 TSecr=2304202525"
"460","32.862727634","127.0.0.1","127.0.0.1","TCP","119","37742  >  8080 [PSH, ACK] Seq=645 Ack=2111 Win=77440 Len=53 TSval=2304202526 TSecr=2304202524"
"461","32.863379041","127.0.0.1","127.0.0.1","TCP","831","8080  >  37756 [PSH, ACK] Seq=1346 Ack=645 Win=65536 Len=765 TSval=2304202526 TSecr=2304202522"
"462","32.863682988","127.0.0.1","127.0.0.1","TCP","361","37772  >  8080 [PSH, ACK] Seq=350 Ack=1346 Win=77056 Len=295 TSval=2304202527 TSecr=2304202525"
"463","32.863702893","127.0.0.1","127.0.0.1","TCP","66","8080  >  37772 [ACK] Seq=1346 Ack=645 Win=65280 Len=0 TSval=2304202527 TSecr=2304202527"
"464","32.864606774","127.0.0.1","127.0.0.1","TCP","119","37756  >  8080 [PSH, ACK] Seq=645 Ack=2111 Win=77440 Len=53 TSval=2304202527 TSecr=2304202526"
"465","32.865193997","127.0.0.1","127.0.0.1","TCP","1411","8080  >  37770 [PSH, ACK] Seq=1 Ack=350 Win=65536 Len=1345 TSval=2304202528 TSecr=2304202470"
"466","32.865220536","127.0.0.1","127.0.0.1","TCP","66","37770  >  8080 [ACK] Seq=350 Ack=1346 Win=77056 Len=0 TSval=2304202528 TSecr=2304202528"
"467","32.866050176","127.0.0.1","127.0.0.1","TCP","361","37770  >  8080 [PSH, ACK] Seq=350 Ack=1346 Win=77056 Len=295 TSval=2304202529 TSecr=2304202528"
"468","32.866073014","127.0.0.1","127.0.0.1","TCP","66","8080  >  37770 [ACK] Seq=1346 Ack=645 Win=65280 Len=0 TSval=2304202529 TSecr=2304202529"
"471","32.866780782","127.0.0.1","127.0.0.1","TCP","1903","37742  >  8080 [PSH, ACK] Seq=698 Ack=2111 Win=77440 Len=1837 TSval=2304202530 TSecr=2304202524"
"472","32.866793633","127.0.0.1","127.0.0.1","TCP","66","8080  >  37742 [ACK] Seq=2111 Ack=2535 Win=86272 Len=0 TSval=2304202530 TSecr=2304202526"
"473","32.866838471","127.0.0.1","127.0.0.1","TCP","831","8080  >  37772 [PSH, ACK] Seq=1346 Ack=645 Win=65536 Len=765 TSval=2304202530 TSecr=2304202527"
"474","32.867913672","127.0.0.1","127.0.0.1","TCP","120","37772  >  8080 [PSH, ACK] Seq=645 Ack=2111 Win=77440 Len=54 TSval=2304202531 TSecr=2304202530"
"475","32.867975621","127.0.0.1","127.0.0.1","TCP","1411","8080  >  37782 [PSH, ACK] Seq=1 Ack=350 Win=65536 Len=1345 TSval=2304202531 TSecr=2304202471"
"476","32.867989379","127.0.0.1","127.0.0.1","TCP","66","37782  >  8080 [ACK] Seq=350 Ack=1346 Win=77056 Len=0 TSval=2304202531 TSecr=2304202531"
"479","32.868197016","127.0.0.1","127.0.0.1","TCP","1903","37756  >  8080 [PSH, ACK] Seq=698 Ack=2111 Win=77440 Len=1837 TSval=2304202531 TSecr=2304202526"
"480","32.868205118","127.0.0.1","127.0.0.1","TCP","66","8080  >  37756 [ACK] Seq=2111 Ack=2535 Win=86272 Len=0 TSval=2304202531 TSecr=2304202527"
"481","32.868672424","127.0.0.1","127.0.0.1","TCP","361","37782  >  8080 [PSH, ACK] Seq=350 Ack=1346 Win=77056 Len=295 TSval=2304202532 TSecr=2304202531"
"482","32.868689535","127.0.0.1","127.0.0.1","TCP","66","8080  >  37782 [ACK] Seq=1346 Ack=645 Win=65280 Len=0 TSval=2304202532 TSecr=2304202532"
"485","32.871011047","127.0.0.1","127.0.0.1","TCP","1902","37772  >  8080 [PSH, ACK] Seq=699 Ack=2111 Win=77440 Len=1836 TSval=2304202534 TSecr=2304202530"
"486","32.871022221","127.0.0.1","127.0.0.1","TCP","66","8080  >  37772 [ACK] Seq=2111 Ack=2535 Win=86272 Len=0 TSval=2304202534 TSecr=2304202531"
"487","32.871071599","127.0.0.1","127.0.0.1","TCP","831","8080  >  37770 [PSH, ACK] Seq=1346 Ack=645 Win=65536 Len=765 TSval=2304202534 TSecr=2304202529"
"488","32.872103498","127.0.0.1","127.0.0.1","TCP","119","37770  >  8080 [PSH, ACK] Seq=645 Ack=2111 Win=77440 Len=53 TSval=2304202535 TSecr=2304202534"
"489","32.872211961","127.0.0.1","127.0.0.1","TCP","1411","8080  >  37796 [PSH, ACK] Seq=1 Ack=350 Win=65536 Len=1345 TSval=2304202535 TSecr=2304202472"
"490","32.872225860","127.0.0.1","127.0.0.1","TCP","66","37796  >  8080 [ACK] Seq=350 Ack=1346 Win=77056 Len=0 TSval=2304202535 TSecr=2304202535"
"491","32.872895913","127.0.0.1","127.0.0.1","TCP","361","37796  >  8080 [PSH, ACK] Seq=350 Ack=1346 Win=77056 Len=295 TSval=2304202536 TSecr=2304202535"
