"No.","Time","Source","Destination","Protocol","Length","Info","src_port","dst_port"
"546","0.977543794","127.0.0.1","127.0.0.1","TCP","66","35116  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=2999680160 TSecr=2999680160","35116","4444"
"561","0.977998670","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","52440"
"562","0.978019134","127.0.0.1","127.0.0.1","TCP","66","52440  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=2999680161 TSecr=2999680161","52440","4444"
"583","0.978564943","::1","::1","TCP","94","40666  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3599751184 TSecr=0 WS=128","40666","4444"
"584","0.978585337","::1","::1","TCP","74","4444  >  40666 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","40666"
"632","0.980555769","::1","::1","TCP","94","40668  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3599751186 TSecr=0 WS=128","40668","4444"
"633","0.980576023","::1","::1","TCP","74","4444  >  40668 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","40668"
"638","0.980634410","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","52486"
"639","0.980651242","127.0.0.1","127.0.0.1","TCP","66","52486  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=2999680163 TSecr=2999680163","52486","4444"
"676","0.981780575","::1","::1","TCP","94","40682  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3599751187 TSecr=0 WS=128","40682","4444"
"677","0.981803064","::1","::1","TCP","74","4444  >  40682 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","40682"
"683","0.982019153","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","52304"
"684","0.982049674","127.0.0.1","127.0.0.1","TCP","66","52304  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=2999680165 TSecr=2999680165","52304","4444"
"703","0.982862836","::1","::1","TCP","94","40684  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3599751188 TSecr=0 WS=128","40684","4444"
"704","0.982884347","::1","::1","TCP","74","4444  >  40684 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","40684"
"706","0.982913401","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","35124"
"708","0.982935191","127.0.0.1","127.0.0.1","TCP","66","35124  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=2999680165 TSecr=2999680165","35124","4444"
"715","0.983304931","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","52324"
"716","0.983333985","127.0.0.1","127.0.0.1","TCP","66","52324  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=2999680166 TSecr=2999680166","52324","4444"
"719","0.983492874","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","35270"
"720","0.983492874","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","52348"
"722","0.983511452","127.0.0.1","127.0.0.1","TCP","66","52348  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=2999680166 TSecr=2999680166","52348","4444"
"723","0.983512918","127.0.0.1","127.0.0.1","TCP","66","35270  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=2999680166 TSecr=2999680166","35270","4444"
"733","0.983894531","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","52594"
"734","0.983894531","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","52302"
"736","0.983914645","127.0.0.1","127.0.0.1","TCP","66","52594  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=2999680166 TSecr=2999680166","52594","4444"
"737","0.983918417","127.0.0.1","127.0.0.1","TCP","66","52302  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=2999680166 TSecr=2999680166","52302","4444"
"742","0.984106919","::1","::1","TCP","94","40686  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3599751190 TSecr=0 WS=128","40686","4444"
"743","0.984125357","::1","::1","TCP","74","4444  >  40686 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","40686"
"745","0.984252258","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","35014"
"747","0.984253655","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","52408"
"749","0.984271395","127.0.0.1","127.0.0.1","TCP","66","52408  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=2999680167 TSecr=2999680167","52408","4444"
"750","0.984279357","127.0.0.1","127.0.0.1","TCP","66","35014  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=2999680167 TSecr=2999680167","35014","4444"
"758","0.984588055","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","52730"
"759","0.984588055","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","35180"
"760","0.984589452","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","52590"
"761","0.984600347","127.0.0.1","127.0.0.1","TCP","66","52730  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=2999680167 TSecr=2999680167","52730","4444"
"762","0.984608449","127.0.0.1","127.0.0.1","TCP","66","52590  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=2999680167 TSecr=2999680167","52590","4444"
"763","0.984608449","127.0.0.1","127.0.0.1","TCP","66","35180  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=2999680167 TSecr=2999680167","35180","4444"
"777","0.985192462","::1","::1","TCP","94","40702  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3599751191 TSecr=0 WS=128","40702","4444"
"778","0.985212366","::1","::1","TCP","74","4444  >  40702 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","40702"
"781","0.985267192","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","52700"
"782","0.985284512","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","34952"
"783","0.985284512","127.0.0.1","127.0.0.1","TCP","66","52700  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=2999680168 TSecr=2999680168","52700","4444"
"784","0.985284512","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","35172"
"786","0.985304417","127.0.0.1","127.0.0.1","TCP","66","34952  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=2999680168 TSecr=2999680168","34952","4444"
"787","0.985304417","127.0.0.1","127.0.0.1","TCP","66","35172  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=2999680168 TSecr=2999680168","35172","4444"
"796","0.985948284","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","52748","4444"
"797","0.985986487","127.0.0.1","127.0.0.1","TCP","66","4444  >  52748 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=2999680169 TSecr=2999680168","4444","52748"
"804","0.986635801","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","52520"
"805","0.986670932","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","52628"
"806","0.986675751","127.0.0.1","127.0.0.1","TCP","66","52520  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=2999680169 TSecr=2999680169","52520","4444"
"808","0.986691395","127.0.0.1","127.0.0.1","TCP","66","52628  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=2999680169 TSecr=2999680169","52628","4444"
"811","0.986830659","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","52466"
"813","0.986851681","127.0.0.1","127.0.0.1","TCP","66","52466  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=2999680169 TSecr=2999680169","52466","4444"
"819","0.987191389","::1","::1","TCP","94","40714  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3599751193 TSecr=0 WS=128","40714","4444"
"820","0.987211922","::1","::1","TCP","74","4444  >  40714 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","40714"
"827","0.987354398","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","52540"
"828","0.987371230","127.0.0.1","127.0.0.1","TCP","66","52540  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=2999680170 TSecr=2999680170","52540","4444"
"837","0.987904259","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","50762","4444"
"839","0.987920951","127.0.0.1","127.0.0.1","TCP","66","4444  >  50762 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=2999680170 TSecr=2999680170","4444","50762"
"844","0.988448113","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","51322","4444"
"845","0.988466691","127.0.0.1","127.0.0.1","TCP","66","4444  >  51322 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=2999680171 TSecr=2999680171","4444","51322"
"864","0.989406335","::1","::1","TCP","94","40718  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3599751195 TSecr=0 WS=128","40718","4444"
"865","0.989422608","::1","::1","TCP","74","4444  >  40718 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","40718"
"874","0.990125630","::1","::1","TCP","94","40730  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3599751196 TSecr=0 WS=128","40730","4444"
"875","0.990140786","::1","::1","TCP","74","4444  >  40730 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","40730"
"895","0.990942983","::1","::1","TCP","94","40740  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3599751196 TSecr=0 WS=128","40740","4444"
"897","0.990984119","::1","::1","TCP","74","4444  >  40740 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","40740"
"908","0.991853085","::1","::1","TCP","94","40746  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3599751197 TSecr=0 WS=128","40746","4444"
"909","0.991868240","::1","::1","TCP","74","4444  >  40746 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","40746"
"927","0.992692577","::1","::1","TCP","94","40758  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3599751198 TSecr=0 WS=128","40758","4444"
"928","0.992704101","::1","::1","TCP","74","4444  >  40758 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","40758"
"939","0.993460412","::1","::1","TCP","94","40764  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3599751199 TSecr=0 WS=128","40764","4444"
"940","0.993476824","::1","::1","TCP","74","4444  >  40764 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","40764"
"954","0.994303536","::1","::1","TCP","94","40776  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3599751200 TSecr=0 WS=128","40776","4444"
"956","0.994324348","::1","::1","TCP","74","4444  >  40776 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","40776"
"971","0.995210983","::1","::1","TCP","94","40786  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3599751201 TSecr=0 WS=128","40786","4444"
"972","0.995230399","::1","::1","TCP","74","4444  >  40786 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","40786"
"980","0.995885999","::1","::1","TCP","94","40788  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3599751201 TSecr=0 WS=128","40788","4444"
"981","0.995899618","::1","::1","TCP","74","4444  >  40788 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","40788"
"992","0.996594120","::1","::1","TCP","94","40790  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3599751202 TSecr=0 WS=128","40790","4444"
"993","0.996611371","::1","::1","TCP","74","4444  >  40790 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","40790"
"1006","0.997438781","::1","::1","TCP","94","40806  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3599751203 TSecr=0 WS=128","40806","4444"
"1007","0.997458336","::1","::1","TCP","74","4444  >  40806 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","40806"
"1019","0.998284558","::1","::1","TCP","94","40812  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3599751204 TSecr=0 WS=128","40812","4444"
"1020","0.998301111","::1","::1","TCP","74","4444  >  40812 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","40812"
"1035","0.999118254","::1","::1","TCP","94","40828  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3599751205 TSecr=0 WS=128","40828","4444"
"1036","0.999137181","::1","::1","TCP","74","4444  >  40828 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","40828"
"1055","1.000076616","::1","::1","TCP","94","40836  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3599751206 TSecr=0 WS=128","40836","4444"
"1056","1.000097079","::1","::1","TCP","74","4444  >  40836 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","40836"
"1070","1.000880629","::1","::1","TCP","94","40842  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3599751206 TSecr=0 WS=128","40842","4444"
"1075","1.000898578","::1","::1","TCP","74","4444  >  40842 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","40842"
"1079","1.001377968","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","51224","4444"
"1080","1.001400737","127.0.0.1","127.0.0.1","TCP","66","4444  >  51224 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=2999680184 TSecr=2999680184","4444","51224"
"1087","1.002078337","::1","::1","TCP","94","40852  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3599751208 TSecr=0 WS=128","40852","4444"
"1088","1.002092235","::1","::1","TCP","74","4444  >  40852 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","40852"
"1091","1.002515264","::1","::1","TCP","94","40858  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3599751208 TSecr=0 WS=128","40858","4444"
"1092","1.002533772","::1","::1","TCP","74","4444  >  40858 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","40858"
"1112","1.003348889","::1","::1","TCP","94","40866  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3599751209 TSecr=0 WS=128","40866","4444"
"1113","1.003363137","::1","::1","TCP","74","4444  >  40866 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","40866"
"1124","1.004305296","::1","::1","TCP","94","40876  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3599751210 TSecr=0 WS=128","40876","4444"
"1125","1.004321080","::1","::1","TCP","74","4444  >  40876 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","40876"
"1136","1.004825543","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","51212","4444"
"1137","1.004850337","127.0.0.1","127.0.0.1","TCP","66","4444  >  51212 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=2999680187 TSecr=2999680187","4444","51212"
"1148","1.005564255","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","50870","4444"
"1151","1.005592890","127.0.0.1","127.0.0.1","TCP","66","4444  >  50870 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=2999680188 TSecr=2999680188","4444","50870"
"1163","1.006393480","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","51048","4444"
"1164","1.006416807","127.0.0.1","127.0.0.1","TCP","66","4444  >  51048 [ACK] Seq=1 Ack=336 Win=907 Len=0 TSval=2999680189 TSecr=2999680189","4444","51048"
"1185","1.007655442","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","50656","4444"
"1186","1.007672483","127.0.0.1","127.0.0.1","TCP","66","4444  >  50656 [ACK] Seq=1 Ack=336 Win=907 Len=0 TSval=2999680190 TSecr=2999680190","4444","50656"
"1195","1.008023506","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","51018","4444"
"1196","1.008049556","127.0.0.1","127.0.0.1","TCP","66","4444  >  51018 [ACK] Seq=1 Ack=336 Win=907 Len=0 TSval=2999680191 TSecr=2999680191","4444","51018"
"1203","1.008666953","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","50830","4444"
"1205","1.008696566","127.0.0.1","127.0.0.1","TCP","66","4444  >  50830 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=2999680191 TSecr=2999680191","4444","50830"
"1212","1.009309074","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","51348","4444"
"1213","1.009336173","127.0.0.1","127.0.0.1","TCP","66","4444  >  51348 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=2999680192 TSecr=2999680192","4444","51348"
"1224","1.010069227","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","51444","4444"
"1225","1.010089481","127.0.0.1","127.0.0.1","TCP","66","4444  >  51444 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=2999680193 TSecr=2999680193","4444","51444"
"1238","1.010779443","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","51016","4444"
"1239","1.010815201","127.0.0.1","127.0.0.1","TCP","66","4444  >  51016 [ACK] Seq=1 Ack=336 Win=907 Len=0 TSval=2999680193 TSecr=2999680193","4444","51016"
"1254","1.011684027","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","51052","4444"
"1256","1.011706376","127.0.0.1","127.0.0.1","TCP","66","4444  >  51052 [ACK] Seq=1 Ack=336 Win=907 Len=0 TSval=2999680194 TSecr=2999680194","4444","51052"
"1284","1.013561570","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","51110","4444"
"1286","1.013584338","127.0.0.1","127.0.0.1","TCP","66","4444  >  51110 [ACK] Seq=1 Ack=336 Win=907 Len=0 TSval=2999680196 TSecr=2999680196","4444","51110"
"1299","1.014193633","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","50888","4444"
"1300","1.014214237","127.0.0.1","127.0.0.1","TCP","66","4444  >  50888 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=2999680197 TSecr=2999680197","4444","50888"
"1305","1.014744192","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","51300","4444"
"1307","1.014769405","127.0.0.1","127.0.0.1","TCP","66","4444  >  51300 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=2999680197 TSecr=2999680197","4444","51300"
"1324","1.015336516","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","51254","4444"
"1326","1.015364662","127.0.0.1","127.0.0.1","TCP","66","4444  >  51254 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=2999680198 TSecr=2999680198","4444","51254"
"1343","1.016180967","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","51144","4444"
