"No.","Time","Source","Destination","Protocol","Length","Info","src_port","dst_port"
"722","1.887791814","127.0.0.1","127.0.0.1","TLSv1.2","165","Application Data","4444","42878"
"723","1.887818493","127.0.0.1","127.0.0.1","TCP","66","42878  >  4444 [ACK] Seq=1 Ack=2227 Win=688 Len=0 TSval=2700027396 TSecr=2700027396","42878","4444"
"724","1.888019427","127.0.0.1","127.0.0.1","TLSv1.2","144","Application Data","4444","42862"
"725","1.888044709","127.0.0.1","127.0.0.1","TCP","66","42862  >  4444 [ACK] Seq=2980 Ack=220 Win=615 Len=0 TSval=2700027397 TSecr=2700027397","42862","4444"
"732","1.889383567","127.0.0.1","127.0.0.1","TLSv1.2","165","Application Data","4444","42836"
"733","1.889396487","127.0.0.1","127.0.0.1","TCP","66","42836  >  4444 [ACK] Seq=1 Ack=2228 Win=688 Len=0 TSval=2700027398 TSecr=2700027398","42836","4444"
"734","1.889485535","127.0.0.1","127.0.0.1","TLSv1.2","144","Application Data","4444","42894"
"735","1.889496500","127.0.0.1","127.0.0.1","TCP","66","42894  >  4444 [ACK] Seq=2980 Ack=220 Win=615 Len=0 TSval=2700027398 TSecr=2700027398","42894","4444"
"738","1.889857160","127.0.0.1","127.0.0.1","TLSv1.2","166","Application Data","4444","42934"
"739","1.889872805","127.0.0.1","127.0.0.1","TCP","66","42934  >  4444 [ACK] Seq=1 Ack=2228 Win=688 Len=0 TSval=2700027399 TSecr=2700027398","42934","4444"
"740","1.889959617","127.0.0.1","127.0.0.1","TLSv1.2","144","Application Data","4444","42920"
"741","1.889972049","127.0.0.1","127.0.0.1","TCP","66","42920  >  4444 [ACK] Seq=2982 Ack=220 Win=615 Len=0 TSval=2700027399 TSecr=2700027399","42920","4444"
"744","1.902940667","127.0.0.1","127.0.0.1","TLSv1.2","134","Application Data","42934","4444"
"776","1.943885396","127.0.0.1","127.0.0.1","TCP","66","4444  >  42934 [ACK] Seq=2228 Ack=69 Win=512 Len=0 TSval=2700027453 TSecr=2700027412","4444","42934"
"784","1.992736227","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","42848","4444"
"796","1.996512755","127.0.0.1","127.0.0.1","TLSv1.2","2840","Application Data","42862","4444"
"813","1.999644996","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","42848"
"814","1.999683060","127.0.0.1","127.0.0.1","TCP","66","42848  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=2700027508 TSecr=2700027508","42848","4444"
"822","2.001076254","::1","::1","TCP","94","49308  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=373966599 TSecr=0 WS=128","49308","4444"
"823","2.001094412","::1","::1","TCP","74","4444  >  49308 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","49308"
"828","2.001695606","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","49456","4444"
"829","2.001721168","127.0.0.1","127.0.0.1","TCP","66","4444  >  49456 [ACK] Seq=1 Ack=336 Win=6697 Len=0 TSval=2700027510 TSecr=2700027510","4444","49456"
"850","2.004822819","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","42934","4444"
"851","2.004865492","127.0.0.1","127.0.0.1","TCP","66","4444  >  42934 [ACK] Seq=2228 Ack=274 Win=511 Len=0 TSval=2700027513 TSecr=2700027513","4444","42934"
"902","2.010108128","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","42934"
"909","2.011256598","::1","::1","TCP","94","49322  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=373966609 TSecr=0 WS=128","49322","4444"
"910","2.011272382","::1","::1","TCP","74","4444  >  49322 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","49322"
"916","2.011919671","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","42930","4444"
"964","2.018244707","127.0.0.1","127.0.0.1","TLSv1.2","2194","Application Data","4444","42878"
"965","2.018280396","127.0.0.1","127.0.0.1","TCP","66","42878  >  4444 [ACK] Seq=1 Ack=4355 Win=688 Len=0 TSval=2700027527 TSecr=2700027527","42878","4444"
"1047","2.029540626","127.0.0.1","127.0.0.1","TLSv1.2","166","Application Data","4444","42878"
"1048","2.029572613","127.0.0.1","127.0.0.1","TCP","66","42878  >  4444 [ACK] Seq=1 Ack=4455 Win=688 Len=0 TSval=2700027538 TSecr=2700027538","42878","4444"
"1049","2.029764886","127.0.0.1","127.0.0.1","TLSv1.2","144","Application Data","4444","42862"
"1050","2.029793032","127.0.0.1","127.0.0.1","TCP","66","42862  >  4444 [ACK] Seq=5754 Ack=298 Win=615 Len=0 TSval=2700027538 TSecr=2700027538","42862","4444"
"1083","2.039677040","127.0.0.1","127.0.0.1","TLSv1.2","2397","Application Data","4444","49456"
"1084","2.039707840","127.0.0.1","127.0.0.1","TCP","66","49456  >  4444 [ACK] Seq=336 Ack=2332 Win=706 Len=0 TSval=2700027548 TSecr=2700027548","49456","4444"
"1094","2.047728272","127.0.0.1","127.0.0.1","TLSv1.2","2396","Application Data","4444","42930"
"1095","2.047765498","127.0.0.1","127.0.0.1","TCP","66","42930  >  4444 [ACK] Seq=336 Ack=2331 Win=706 Len=0 TSval=2700027556 TSecr=2700027556","42930","4444"
"1098","2.050870990","127.0.0.1","127.0.0.1","TCP","66","42934  >  4444 [ACK] Seq=274 Ack=2369 Win=699 Len=0 TSval=2700027560 TSecr=2700027519","42934","4444"
"1118","2.112510528","127.0.0.1","127.0.0.1","TLSv1.2","2841","Application Data","42934","4444"
"1123","2.114001500","127.0.0.1","127.0.0.1","TLSv1.2","2840","Application Data","42848","4444"
"1231","2.130195038","127.0.0.1","127.0.0.1","TLSv1.2","2194","Application Data","4444","42920"
"1232","2.130223184","127.0.0.1","127.0.0.1","TCP","66","42920  >  4444 [ACK] Seq=2982 Ack=2348 Win=688 Len=0 TSval=2700027639 TSecr=2700027639","42920","4444"
"1245","2.132126289","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","42862","4444"
"1252","2.133547978","127.0.0.1","127.0.0.1","TLSv1.2","2194","Application Data","4444","42836"
"1253","2.133573680","127.0.0.1","127.0.0.1","TCP","66","42836  >  4444 [ACK] Seq=1 Ack=4356 Win=688 Len=0 TSval=2700027642 TSecr=2700027642","42836","4444"
"1294","2.137665192","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","42862"
"1295","2.137715128","127.0.0.1","127.0.0.1","TCP","66","42862  >  4444 [ACK] Seq=5959 Ack=439 Win=615 Len=0 TSval=2700027646 TSecr=2700027646","42862","4444"
"1303","2.139203376","::1","::1","TCP","94","49336  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=373966737 TSecr=0 WS=128","49336","4444"
"1304","2.139219859","::1","::1","TCP","74","4444  >  49336 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","49336"
"1306","2.139494125","127.0.0.1","127.0.0.1","TLSv1.2","165","Application Data","4444","42920"
"1307","2.139525065","127.0.0.1","127.0.0.1","TCP","66","42920  >  4444 [ACK] Seq=2982 Ack=2447 Win=688 Len=0 TSval=2700027648 TSecr=2700027648","42920","4444"
"1308","2.139716709","127.0.0.1","127.0.0.1","TLSv1.2","144","Application Data","4444","42934"
"1309","2.139744436","127.0.0.1","127.0.0.1","TCP","66","42934  >  4444 [ACK] Seq=3049 Ack=2447 Win=699 Len=0 TSval=2700027648 TSecr=2700027648","42934","4444"
"1310","2.139782919","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","49422","4444"
"1311","2.139807224","127.0.0.1","127.0.0.1","TCP","66","4444  >  49422 [ACK] Seq=2332 Ack=671 Win=7696 Len=0 TSval=2700027648 TSecr=2700027648","4444","49422"
"1336","2.145291650","127.0.0.1","127.0.0.1","TLSv1.2","166","Application Data","4444","42836"
"1337","2.145310228","127.0.0.1","127.0.0.1","TCP","66","42836  >  4444 [ACK] Seq=1 Ack=4456 Win=688 Len=0 TSval=2700027654 TSecr=2700027654","42836","4444"
"1338","2.145427701","127.0.0.1","127.0.0.1","TLSv1.2","144","Application Data","4444","42848"
"1339","2.145445370","127.0.0.1","127.0.0.1","TCP","66","42848  >  4444 [ACK] Seq=2980 Ack=220 Win=615 Len=0 TSval=2700027654 TSecr=2700027654","42848","4444"
"1404","2.167208402","127.0.0.1","127.0.0.1","TLSv1.2","135","Application Data","42920","4444"
"1421","2.174178352","127.0.0.1","127.0.0.1","TLSv1.2","2394","Application Data","4444","49422"
"1422","2.174206568","127.0.0.1","127.0.0.1","TCP","66","49422  >  4444 [ACK] Seq=671 Ack=4660 Win=706 Len=0 TSval=2700027683 TSecr=2700027683","49422","4444"
"1437","2.195571155","127.0.0.1","127.0.0.1","TLSv1.2","135","Application Data","42836","4444"
"1466","2.207895905","127.0.0.1","127.0.0.1","TCP","66","4444  >  42920 [ACK] Seq=2447 Ack=3051 Win=739 Len=0 TSval=2700027717 TSecr=2700027676","4444","42920"
"1467","2.207915950","127.0.0.1","127.0.0.1","TLSv1.2","637","Application Data","42920","4444"
"1468","2.207932223","127.0.0.1","127.0.0.1","TCP","66","4444  >  42920 [ACK] Seq=2447 Ack=3622 Win=752 Len=0 TSval=2700027717 TSecr=2700027717","4444","42920"
"1473","2.209579499","127.0.0.1","127.0.0.1","TLSv1.2","2840","Application Data","42862","4444"
"1585","2.225020708","127.0.0.1","127.0.0.1","TLSv1.2","539","Application Data","4444","42934"
"1586","2.225036212","127.0.0.1","127.0.0.1","TCP","66","42934  >  4444 [ACK] Seq=3049 Ack=2920 Win=697 Len=0 TSval=2700027734 TSecr=2700027734","42934","4444"
"1593","2.226428847","127.0.0.1","127.0.0.1","TLSv1.2","2193","Application Data","4444","42864"
"1594","2.226443514","127.0.0.1","127.0.0.1","TCP","66","42864  >  4444 [ACK] Seq=1 Ack=2128 Win=688 Len=0 TSval=2700027735 TSecr=2700027735","42864","4444"
"1636","2.230548435","127.0.0.1","127.0.0.1","TLSv1.2","166","Application Data","4444","42934"
"1637","2.230560937","127.0.0.1","127.0.0.1","TCP","66","42934  >  4444 [ACK] Seq=3049 Ack=3020 Win=699 Len=0 TSval=2700027739 TSecr=2700027739","42934","4444"
"1639","2.230657597","127.0.0.1","127.0.0.1","TLSv1.2","144","Application Data","4444","42920"
"1642","2.230979077","127.0.0.1","127.0.0.1","TLSv1.2","165","Application Data","4444","42864"
"1643","2.230991369","127.0.0.1","127.0.0.1","TCP","66","42864  >  4444 [ACK] Seq=1 Ack=2227 Win=688 Len=0 TSval=2700027740 TSecr=2700027740","42864","4444"
"1644","2.231064981","127.0.0.1","127.0.0.1","TLSv1.2","144","Application Data","4444","42862"
"1645","2.231075388","127.0.0.1","127.0.0.1","TCP","66","42862  >  4444 [ACK] Seq=8733 Ack=517 Win=615 Len=0 TSval=2700027740 TSecr=2700027740","42862","4444"
"1648","2.235876557","127.0.0.1","127.0.0.1","TCP","66","4444  >  42836 [ACK] Seq=4456 Ack=70 Win=512 Len=0 TSval=2700027745 TSecr=2700027704","4444","42836"
"1649","2.235897439","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","42836","4444"
"1650","2.235912315","127.0.0.1","127.0.0.1","TCP","66","4444  >  42836 [ACK] Seq=4456 Ack=275 Win=511 Len=0 TSval=2700027745 TSecr=2700027745","4444","42836"
"1668","2.239618932","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","42836"
"1669","2.239650360","127.0.0.1","127.0.0.1","TCP","66","42836  >  4444 [ACK] Seq=275 Ack=4597 Win=699 Len=0 TSval=2700027748 TSecr=2700027748","42836","4444"
"1672","2.240783046","::1","::1","TCP","94","49346  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=373966838 TSecr=0 WS=128","49346","4444"
"1673","2.240798970","::1","::1","TCP","74","4444  >  49346 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","49346"
"1674","2.241341637","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","49410","4444"
"1751","2.262154547","127.0.0.1","127.0.0.1","TLSv1.2","2396","Application Data","4444","49410"
"1752","2.262187373","127.0.0.1","127.0.0.1","TCP","66","49410  >  4444 [ACK] Seq=336 Ack=2331 Win=706 Len=0 TSval=2700027771 TSecr=2700027771","49410","4444"
"1761","2.270867526","127.0.0.1","127.0.0.1","TCP","66","42920  >  4444 [ACK] Seq=3622 Ack=2525 Win=688 Len=0 TSval=2700027780 TSecr=2700027739","42920","4444"
"1768","2.293782519","127.0.0.1","127.0.0.1","TLSv1.2","2840","Application Data","42836","4444"
"1832","2.309073359","127.0.0.1","127.0.0.1","TLSv1.2","2193","Application Data","4444","42894"
"1833","2.309108699","127.0.0.1","127.0.0.1","TCP","66","42894  >  4444 [ACK] Seq=2980 Ack=2347 Win=688 Len=0 TSval=2700027818 TSecr=2700027818","42894","4444"
"1857","2.318321672","127.0.0.1","127.0.0.1","TLSv1.2","166","Application Data","4444","42894"
"1858","2.318351215","127.0.0.1","127.0.0.1","TCP","66","42894  >  4444 [ACK] Seq=2980 Ack=2447 Win=688 Len=0 TSval=2700027827 TSecr=2700027827","42894","4444"
"1859","2.318543069","127.0.0.1","127.0.0.1","TLSv1.2","144","Application Data","4444","42836"
"1860","2.318579316","127.0.0.1","127.0.0.1","TCP","66","42836  >  4444 [ACK] Seq=3049 Ack=4675 Win=699 Len=0 TSval=2700027827 TSecr=2700027827","42836","4444"
"1865","2.339015363","127.0.0.1","127.0.0.1","TLSv1.2","135","Application Data","42836","4444"
"1869","2.339986995","127.0.0.1","127.0.0.1","TLSv1.2","135","Application Data","42934","4444"
"1875","2.341162144","127.0.0.1","127.0.0.1","TLSv1.2","2840","Application Data","42862","4444"
"1968","2.358770248","127.0.0.1","127.0.0.1","TLSv1.2","2193","Application Data","4444","42878"
"1969","2.358803632","127.0.0.1","127.0.0.1","TCP","66","42878  >  4444 [ACK] Seq=1 Ack=6582 Win=688 Len=0 TSval=2700027867 TSecr=2700027867","42878","4444"
"1995","2.367131576","127.0.0.1","127.0.0.1","TLSv1.2","165","Application Data","4444","42878"
"1996","2.367166846","127.0.0.1","127.0.0.1","TCP","66","42878  >  4444 [ACK] Seq=1 Ack=6681 Win=688 Len=0 TSval=2700027876 TSecr=2700027876","42878","4444"
"1998","2.367385799","127.0.0.1","127.0.0.1","TLSv1.2","144","Application Data","4444","42862"
"1999","2.367412478","127.0.0.1","127.0.0.1","TCP","66","42862  >  4444 [ACK] Seq=11507 Ack=595 Win=615 Len=0 TSval=2700027876 TSecr=2700027876","42862","4444"
"2004","2.379898981","127.0.0.1","127.0.0.1","TCP","66","4444  >  42836 [ACK] Seq=4675 Ack=3118 Win=739 Len=0 TSval=2700027889 TSecr=2700027848","4444","42836"
"2005","2.379929502","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","42836","4444"
"2006","2.379969591","127.0.0.1","127.0.0.1","TCP","66","4444  >  42836 [ACK] Seq=4675 Ack=3323 Win=754 Len=0 TSval=2700027889 TSecr=2700027889","4444","42836"
"2008","2.380914334","127.0.0.1","127.0.0.1","TCP","66","4444  >  42934 [ACK] Seq=3020 Ack=3118 Win=739 Len=0 TSval=2700027890 TSecr=2700027849","4444","42934"
"2009","2.380945762","127.0.0.1","127.0.0.1","TLSv1.2","637","Application Data","42934","4444"
"2011","2.380972023","127.0.0.1","127.0.0.1","TCP","66","4444  >  42934 [ACK] Seq=3020 Ack=3689 Win=752 Len=0 TSval=2700027890 TSecr=2700027890","4444","42934"
"2042","2.385544461","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","42836"
"2052","2.387128531","::1","::1","TCP","94","49348  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=373966985 TSecr=0 WS=128","49348","4444"
"2053","2.387152068","::1","::1","TCP","74","4444  >  49348 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","49348"
"2058","2.387930030","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","49410","4444"
"2145","2.404237899","127.0.0.1","127.0.0.1","TLSv1.2","538","Application Data","4444","42920"
"2146","2.404270235","127.0.0.1","127.0.0.1","TCP","66","42920  >  4444 [ACK] Seq=3622 Ack=2997 Win=697 Len=0 TSval=2700027913 TSecr=2700027913","42920","4444"
"2196","2.414548916","127.0.0.1","127.0.0.1","TLSv1.2","165","Application Data","4444","42920"
"2197","2.414582579","127.0.0.1","127.0.0.1","TCP","66","42920  >  4444 [ACK] Seq=3622 Ack=3096 Win=697 Len=0 TSval=2700027923 TSecr=2700027923","42920","4444"
"2198","2.414810401","127.0.0.1","127.0.0.1","TLSv1.2","144","Application Data","4444","42934"
"2199","2.414863341","127.0.0.1","127.0.0.1","TCP","66","42934  >  4444 [ACK] Seq=3689 Ack=3098 Win=699 Len=0 TSval=2700027923 TSecr=2700027923","42934","4444"
"2208","2.421349082","127.0.0.1","127.0.0.1","TLSv1.2","2394","Application Data","4444","49410"
"2209","2.421388123","127.0.0.1","127.0.0.1","TCP","66","49410  >  4444 [ACK] Seq=671 Ack=4659 Win=706 Len=0 TSval=2700027930 TSecr=2700027930","49410","4444"
"2212","2.425873609","127.0.0.1","127.0.0.1","TCP","66","42836  >  4444 [ACK] Seq=3323 Ack=4816 Win=699 Len=0 TSval=2700027935 TSecr=2700027894","42836","4444"
"2231","2.473525126","127.0.0.1","127.0.0.1","TLSv1.2","2841","Application Data","42836","4444"
"2232","2.473745057","127.0.0.1","127.0.0.1","TLSv1.2","2840","Application Data","42862","4444"
"2349","2.496413720","127.0.0.1","127.0.0.1","TLSv1.2","2194","Application Data","4444","42878"
"2350","2.496448780","127.0.0.1","127.0.0.1","TCP","66","42878  >  4444 [ACK] Seq=1 Ack=8809 Win=688 Len=0 TSval=2700028005 TSecr=2700028005","42878","4444"
"2353","2.498214298","127.0.0.1","127.0.0.1","TLSv1.2","2194","Application Data","4444","42848"
"2354","2.498248101","127.0.0.1","127.0.0.1","TCP","66","42848  >  4444 [ACK] Seq=2980 Ack=2348 Win=688 Len=0 TSval=2700028007 TSecr=2700028007","42848","4444"
"2399","2.506632686","127.0.0.1","127.0.0.1","TLSv1.2","166","Application Data","4444","42878"
"2400","2.506664115","127.0.0.1","127.0.0.1","TCP","66","42878  >  4444 [ACK] Seq=1 Ack=8909 Win=688 Len=0 TSval=2700028015 TSecr=2700028015","42878","4444"
"2401","2.506926089","127.0.0.1","127.0.0.1","TLSv1.2","144","Application Data","4444","42862"
"2402","2.506957448","127.0.0.1","127.0.0.1","TCP","66","42862  >  4444 [ACK] Seq=14281 Ack=673 Win=615 Len=0 TSval=2700028016 TSecr=2700028016","42862","4444"
"2405","2.507880121","127.0.0.1","127.0.0.1","TLSv1.2","165","Application Data","4444","42848"
"2406","2.507911969","127.0.0.1","127.0.0.1","TCP","66","42848  >  4444 [ACK] Seq=2980 Ack=2447 Win=688 Len=0 TSval=2700028017 TSecr=2700028016","42848","4444"
"2407","2.508152991","127.0.0.1","127.0.0.1","TLSv1.2","144","Application Data","4444","42836"
"2408","2.508183512","127.0.0.1","127.0.0.1","TCP","66","42836  >  4444 [ACK] Seq=6098 Ack=4894 Win=699 Len=0 TSval=2700028017 TSecr=2700028017","42836","4444"
"2417","2.525201387","127.0.0.1","127.0.0.1","TLSv1.2","134","Application Data","42920","4444"
"2441","2.565878973","127.0.0.1","127.0.0.1","TCP","66","4444  >  42920 [ACK] Seq=3096 Ack=3690 Win=752 Len=0 TSval=2700028075 TSecr=2700028034","4444","42920"
"2442","2.565908027","127.0.0.1","127.0.0.1","TLSv1.2","637","Application Data","42920","4444"
"2443","2.565939036","127.0.0.1","127.0.0.1","TCP","66","4444  >  42920 [ACK] Seq=3096 Ack=4261 Win=752 Len=0 TSval=2700028075 TSecr=2700028075","4444","42920"
"2510","2.582272746","127.0.0.1","127.0.0.1","TLSv1.2","539","Application Data","4444","42934"
"2511","2.582302778","127.0.0.1","127.0.0.1","TCP","66","42934  >  4444 [ACK] Seq=3689 Ack=3571 Win=697 Len=0 TSval=2700028091 TSecr=2700028091","42934","4444"
"2535","2.589015573","127.0.0.1","127.0.0.1","TLSv1.2","165","Application Data","4444","42934"
"2536","2.589043160","127.0.0.1","127.0.0.1","TCP","66","42934  >  4444 [ACK] Seq=3689 Ack=3670 Win=699 Len=0 TSval=2700028098 TSecr=2700028098","42934","4444"
"2537","2.589230195","127.0.0.1","127.0.0.1","TLSv1.2","144","Application Data","4444","42920"
"2538","2.589251706","127.0.0.1","127.0.0.1","TCP","66","42920  >  4444 [ACK] Seq=4261 Ack=3174 Win=697 Len=0 TSval=2700028098 TSecr=2700028098","42920","4444"
"2544","2.614681893","127.0.0.1","127.0.0.1","TLSv1.2","2840","Application Data","42862","4444"
"2603","2.633233483","127.0.0.1","127.0.0.1","TLSv1.2","2193","Application Data","4444","42878"
"2604","2.633264004","127.0.0.1","127.0.0.1","TCP","66","42878  >  4444 [ACK] Seq=1 Ack=11036 Win=688 Len=0 TSval=2700028142 TSecr=2700028142","42878","4444"
"2607","2.634065223","127.0.0.1","127.0.0.1","TLSv1.2","134","Application Data","42894","4444"
"2648","2.643392107","127.0.0.1","127.0.0.1","TLSv1.2","166","Application Data","4444","42878"
"2649","2.643421719","127.0.0.1","127.0.0.1","TCP","66","42878  >  4444 [ACK] Seq=1 Ack=11136 Win=688 Len=0 TSval=2700028152 TSecr=2700028152","42878","4444"
"2650","2.643601700","127.0.0.1","127.0.0.1","TLSv1.2","144","Application Data","4444","42862"
"2651","2.643629357","127.0.0.1","127.0.0.1","TCP","66","42862  >  4444 [ACK] Seq=17055 Ack=751 Win=615 Len=0 TSval=2700028152 TSecr=2700028152","42862","4444"
"2657","2.666871418","127.0.0.1","127.0.0.1","TLSv1.2","134","Application Data","42864","4444"
"2678","2.674880536","127.0.0.1","127.0.0.1","TCP","66","4444  >  42894 [ACK] Seq=2447 Ack=3048 Win=739 Len=0 TSval=2700028184 TSecr=2700028143","4444","42894"
"2679","2.674914269","127.0.0.1","127.0.0.1","TLSv1.2","636","Application Data","42894","4444"
"2680","2.674949050","127.0.0.1","127.0.0.1","TCP","66","4444  >  42894 [ACK] Seq=2447 Ack=3618 Win=752 Len=0 TSval=2700028184 TSecr=2700028184","4444","42894"
"2743","2.690659706","127.0.0.1","127.0.0.1","TLSv1.2","539","Application Data","4444","42836"
"2744","2.690688341","127.0.0.1","127.0.0.1","TCP","66","42836  >  4444 [ACK] Seq=6098 Ack=5367 Win=697 Len=0 TSval=2700028199 TSecr=2700028199","42836","4444"
