"No.","Time","Source","Destination","Protocol","Length","Info"
"662","2.689198861","127.0.0.1","127.0.0.1","TCP","66","43258  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683045 TSecr=440683045"
"667","2.690898665","127.0.0.1","127.0.0.1","TCP","66","4444  >  43170 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683047 TSecr=440683047"
"670","2.691259326","127.0.0.1","127.0.0.1","TCP","66","43266  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683047 TSecr=440683047"
"672","2.692780545","127.0.0.1","127.0.0.1","TCP","66","43152  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683049 TSecr=440683049"
"674","2.693940893","127.0.0.1","127.0.0.1","TCP","66","43162  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683050 TSecr=440683050"
"677","2.695672683","127.0.0.1","127.0.0.1","TCP","66","43170  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683052 TSecr=440683052"
"680","2.696117784","127.0.0.1","127.0.0.1","TCP","66","43272  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683052 TSecr=440683052"
"685","2.697365293","127.0.0.1","127.0.0.1","TCP","66","43280  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683053 TSecr=440683053"
"688","2.700534772","127.0.0.1","127.0.0.1","TCP","66","4444  >  43072 [ACK] Seq=1836 Ack=763 Win=65536 Len=0 TSval=440683057 TSecr=440683014"
"694","2.704491924","127.0.0.1","127.0.0.1","TCP","66","4444  >  43088 [ACK] Seq=1836 Ack=763 Win=65536 Len=0 TSval=440683061 TSecr=440683019"
"695","2.704496185","127.0.0.1","127.0.0.1","TCP","66","43292  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683061 TSecr=440683061"
"702","2.705683212","127.0.0.1","127.0.0.1","TCP","66","43302  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683062 TSecr=440683062"
"712","2.712493321","127.0.0.1","127.0.0.1","TCP","66","43068  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=440683069 TSecr=440683028"
"739","2.742715852","127.0.0.1","127.0.0.1","TCP","66","43318  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683099 TSecr=440683099"
"742","2.742912177","127.0.0.1","127.0.0.1","TCP","66","43328  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683099 TSecr=440683099"
"745","2.743069879","127.0.0.1","127.0.0.1","TCP","66","43338  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683099 TSecr=440683099"
"748","2.743221505","127.0.0.1","127.0.0.1","TCP","66","43354  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683099 TSecr=440683099"
"751","2.743382699","127.0.0.1","127.0.0.1","TCP","66","43366  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683099 TSecr=440683099"
"753","2.744931436","127.0.0.1","127.0.0.1","TCP","66","4444  >  43174 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683101 TSecr=440683101"
"756","2.745213805","127.0.0.1","127.0.0.1","TCP","66","43374  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683101 TSecr=440683101"
"759","2.745391272","127.0.0.1","127.0.0.1","TCP","66","43388  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683101 TSecr=440683101"
"762","2.745552606","127.0.0.1","127.0.0.1","TCP","66","43390  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683102 TSecr=440683102"
"764","2.746876453","127.0.0.1","127.0.0.1","TCP","66","4444  >  43188 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683103 TSecr=440683103"
"766","2.749336132","127.0.0.1","127.0.0.1","TCP","66","43174  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683105 TSecr=440683105"
"770","2.750129812","127.0.0.1","127.0.0.1","TCP","66","43406  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683106 TSecr=440683106"
"774","2.750330676","127.0.0.1","127.0.0.1","TCP","66","43416  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683106 TSecr=440683106"
"778","2.750487540","127.0.0.1","127.0.0.1","TCP","66","43426  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683107 TSecr=440683107"
"780","2.752353985","127.0.0.1","127.0.0.1","TCP","66","4444  >  43192 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683108 TSecr=440683108"
"783","2.752795663","127.0.0.1","127.0.0.1","TCP","66","43432  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683109 TSecr=440683109"
"786","2.754801373","127.0.0.1","127.0.0.1","TCP","66","4444  >  43206 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683111 TSecr=440683111"
"788","2.756481202","127.0.0.1","127.0.0.1","TCP","66","43092  >  4444 [ACK] Seq=763 Ack=2195 Win=80512 Len=0 TSval=440683113 TSecr=440683069"
"790","2.757562838","127.0.0.1","127.0.0.1","TCP","66","4444  >  43214 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683114 TSecr=440683114"
"792","2.757899614","127.0.0.1","127.0.0.1","TCP","66","43188  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683114 TSecr=440683114"
"794","2.759777513","127.0.0.1","127.0.0.1","TCP","66","4444  >  43230 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683116 TSecr=440683116"
"797","2.761294192","127.0.0.1","127.0.0.1","TCP","66","43192  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683117 TSecr=440683117"
"800","2.761933871","127.0.0.1","127.0.0.1","TCP","66","4444  >  43244 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683118 TSecr=440683118"
"805","2.763737389","127.0.0.1","127.0.0.1","TCP","66","43214  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683120 TSecr=440683120"
"807","2.764092114","127.0.0.1","127.0.0.1","TCP","66","43206  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683120 TSecr=440683120"
"812","2.767365587","127.0.0.1","127.0.0.1","TCP","66","43244  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683123 TSecr=440683123"
"817","2.768149559","127.0.0.1","127.0.0.1","TCP","66","43230  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683124 TSecr=440683124"
"838","2.777695710","127.0.0.1","127.0.0.1","TCP","66","43138  >  4444 [ACK] Seq=317 Ack=1836 Win=80640 Len=0 TSval=440683134 TSecr=440683134"
"857","2.789907574","127.0.0.1","127.0.0.1","TCP","66","4444  >  43252 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683146 TSecr=440683146"
"867","2.792549121","127.0.0.1","127.0.0.1","TCP","66","4444  >  43108 [ACK] Seq=1836 Ack=763 Win=65536 Len=0 TSval=440683149 TSecr=440683106"
"879","2.795769794","127.0.0.1","127.0.0.1","TCP","66","4444  >  43258 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683152 TSecr=440683152"
"882","2.796501035","127.0.0.1","127.0.0.1","TCP","66","43444  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683153 TSecr=440683153"
"893","2.800108770","127.0.0.1","127.0.0.1","TCP","66","43252  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683156 TSecr=440683156"
"902","2.802455516","127.0.0.1","127.0.0.1","TCP","66","4444  >  43266 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683159 TSecr=440683159"
"917","2.811559570","127.0.0.1","127.0.0.1","TCP","66","43266  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683168 TSecr=440683168"
"933","2.814735545","127.0.0.1","127.0.0.1","TCP","66","43258  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683171 TSecr=440683171"
"940","2.816482352","127.0.0.1","127.0.0.1","TCP","66","4444  >  43126 [ACK] Seq=1836 Ack=763 Win=65536 Len=0 TSval=440683173 TSecr=440683125"
"941","2.816557990","127.0.0.1","127.0.0.1","TCP","66","4444  >  43122 [ACK] Seq=1836 Ack=763 Win=65536 Len=0 TSval=440683173 TSecr=440683131"
"957","2.823901549","127.0.0.1","127.0.0.1","TCP","66","4444  >  43272 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683180 TSecr=440683180"
"962","2.827541970","127.0.0.1","127.0.0.1","TCP","66","4444  >  43280 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683184 TSecr=440683184"
"974","2.829288707","127.0.0.1","127.0.0.1","TCP","66","43272  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683185 TSecr=440683185"
"976","2.830162564","127.0.0.1","127.0.0.1","TCP","66","4444  >  43292 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683186 TSecr=440683186"
"985","2.832348116","127.0.0.1","127.0.0.1","TCP","66","4444  >  43302 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683188 TSecr=440683188"
"986","2.832469989","127.0.0.1","127.0.0.1","TCP","66","4444  >  43138 [ACK] Seq=1836 Ack=763 Win=65536 Len=0 TSval=440683189 TSecr=440683141"
"1002","2.833744527","127.0.0.1","127.0.0.1","TCP","66","43280  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683190 TSecr=440683190"
"1096","2.840002330","127.0.0.1","127.0.0.1","TCP","66","43292  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683196 TSecr=440683196"
"1098","2.842721191","127.0.0.1","127.0.0.1","TCP","66","43302  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683199 TSecr=440683199"
"1100","2.842816106","127.0.0.1","127.0.0.1","TCP","66","4444  >  43318 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683199 TSecr=440683199"
"1105","2.844473865","127.0.0.1","127.0.0.1","TCP","66","4444  >  43146 [ACK] Seq=1836 Ack=763 Win=65536 Len=0 TSval=440683201 TSecr=440683157"
"1112","2.846003115","127.0.0.1","127.0.0.1","TCP","66","4444  >  43338 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683202 TSecr=440683202"
"1130","2.851696598","127.0.0.1","127.0.0.1","TCP","66","4444  >  43354 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683208 TSecr=440683208"
"1132","2.852508296","127.0.0.1","127.0.0.1","TCP","66","4444  >  43152 [ACK] Seq=1836 Ack=763 Win=65536 Len=0 TSval=440683209 TSecr=440683168"
"1134","2.853096572","127.0.0.1","127.0.0.1","TCP","66","43318  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683209 TSecr=440683209"
"1138","2.854233103","127.0.0.1","127.0.0.1","TCP","66","4444  >  43366 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683210 TSecr=440683210"
"1143","2.856772472","127.0.0.1","127.0.0.1","TCP","66","4444  >  43374 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683213 TSecr=440683213"
"1147","2.859319244","127.0.0.1","127.0.0.1","TCP","66","4444  >  43388 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683215 TSecr=440683215"
"1149","2.860457591","127.0.0.1","127.0.0.1","TCP","66","4444  >  43162 [ACK] Seq=1836 Ack=763 Win=65536 Len=0 TSval=440683217 TSecr=440683176"
"1160","2.861828022","127.0.0.1","127.0.0.1","TCP","66","4444  >  43390 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683218 TSecr=440683218"
"1161","2.861841292","127.0.0.1","127.0.0.1","TCP","66","43354  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683218 TSecr=440683218"
"1163","2.862237782","127.0.0.1","127.0.0.1","TCP","66","43366  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683218 TSecr=440683218"
"1168","2.864556452","127.0.0.1","127.0.0.1","TCP","66","4444  >  43170 [ACK] Seq=1836 Ack=763 Win=65536 Len=0 TSval=440683221 TSecr=440683180"
"1174","2.867352418","127.0.0.1","127.0.0.1","TCP","66","43374  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683223 TSecr=440683223"
"1179","2.868534835","127.0.0.1","127.0.0.1","TCP","66","43388  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683225 TSecr=440683225"
"1181","2.869299111","127.0.0.1","127.0.0.1","TCP","66","4444  >  43406 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683225 TSecr=440683225"
"1191","2.873750462","127.0.0.1","127.0.0.1","TCP","66","4444  >  43416 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683230 TSecr=440683230"
"1195","2.874850467","127.0.0.1","127.0.0.1","TCP","66","43390  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683231 TSecr=440683231"
"1198","2.876752112","127.0.0.1","127.0.0.1","TCP","66","4444  >  43426 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683233 TSecr=440683233"
"1201","2.877444312","127.0.0.1","127.0.0.1","TCP","66","43338  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683234 TSecr=440683233"
"1205","2.879198033","127.0.0.1","127.0.0.1","TCP","66","4444  >  43432 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683235 TSecr=440683235"
"1220","2.888013293","127.0.0.1","127.0.0.1","TCP","66","43416  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683244 TSecr=440683244"
"1221","2.888447777","127.0.0.1","127.0.0.1","TCP","66","43054  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=440683245 TSecr=440683203"
"1222","2.888536406","127.0.0.1","127.0.0.1","TCP","66","43042  >  4444 [ACK] Seq=763 Ack=2195 Win=80640 Len=0 TSval=440683245 TSecr=440683201"
"1230","2.894048929","127.0.0.1","127.0.0.1","TCP","66","43406  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683250 TSecr=440683250"
"1238","2.899345502","127.0.0.1","127.0.0.1","TCP","66","43432  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683255 TSecr=440683255"
"1242","2.901279694","127.0.0.1","127.0.0.1","TCP","66","43446  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683257 TSecr=440683257"
"1246","2.901619753","127.0.0.1","127.0.0.1","TCP","66","43462  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683258 TSecr=440683258"
"1254","2.904868502","127.0.0.1","127.0.0.1","TCP","66","4444  >  43444 [ACK] Seq=1 Ack=237 Win=65280 Len=0 TSval=440683261 TSecr=440683261"
"1258","2.905849007","127.0.0.1","127.0.0.1","TCP","66","43426  >  4444 [ACK] Seq=237 Ack=1490 Win=80000 Len=0 TSval=440683262 TSecr=440683262"
"1266","2.910561845","127.0.0.1","127.0.0.1","TCP","66","43468  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683267 TSecr=440683267"
"1268","2.912462303","127.0.0.1","127.0.0.1","TCP","66","4444  >  43174 [ACK] Seq=1836 Ack=763 Win=65536 Len=0 TSval=440683269 TSecr=440683224"
"1280","2.920836584","127.0.0.1","127.0.0.1","TCP","66","43484  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683277 TSecr=440683277"
"1283","2.921156807","127.0.0.1","127.0.0.1","TCP","66","43486  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683277 TSecr=440683277"
"1287","2.921343773","127.0.0.1","127.0.0.1","TCP","66","43492  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683277 TSecr=440683277"
"1290","2.921527805","127.0.0.1","127.0.0.1","TCP","66","43502  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683278 TSecr=440683278"
"1295","2.925383198","127.0.0.1","127.0.0.1","TCP","66","43514  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683281 TSecr=440683281"
"1298","2.925674647","127.0.0.1","127.0.0.1","TCP","66","43520  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683282 TSecr=440683282"
"1301","2.925853721","127.0.0.1","127.0.0.1","TCP","66","43524  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683282 TSecr=440683282"
"1304","2.926027068","127.0.0.1","127.0.0.1","TCP","66","43532  >  4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=440683282 TSecr=440683282"
