"No.","Time","Source","Destination","Protocol","Length","Info"
"117","8.930332231","127.0.0.1","127.0.0.1","TCP","1903","59664  >  8080 [PSH, ACK] Seq=698 Ack=2111 Win=77440 Len=1837 TSval=2302638859 TSecr=2302638854"
"118","8.930346618","127.0.0.1","127.0.0.1","TCP","66","8080  >  59664 [ACK] Seq=2111 Ack=2535 Win=86272 Len=0 TSval=2302638859 TSecr=2302638855"
"119","8.931459395","127.0.0.1","127.0.0.1","TCP","119","59676  >  8080 [PSH, ACK] Seq=645 Ack=2111 Win=77440 Len=53 TSval=2302638860 TSecr=2302638859"
"122","8.934225237","127.0.0.1","127.0.0.1","TCP","415","59678  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=349 TSval=2302638863 TSecr=2302638855"
"123","8.934241440","127.0.0.1","127.0.0.1","TCP","66","8080  >  59678 [ACK] Seq=1 Ack=350 Win=65152 Len=0 TSval=2302638863 TSecr=2302638863"
"124","8.934264977","127.0.0.1","127.0.0.1","TCP","1904","59662  >  8080 [PSH, ACK] Seq=698 Ack=2111 Win=77440 Len=1838 TSval=2302638863 TSecr=2302638857"
"125","8.934279434","127.0.0.1","127.0.0.1","TCP","66","8080  >  59662 [ACK] Seq=2111 Ack=2536 Win=85632 Len=0 TSval=2302638863 TSecr=2302638858"
"128","8.936831912","127.0.0.1","127.0.0.1","TCP","1903","59676  >  8080 [PSH, ACK] Seq=698 Ack=2111 Win=77440 Len=1837 TSval=2302638865 TSecr=2302638859"
"129","8.936844204","127.0.0.1","127.0.0.1","TCP","66","8080  >  59676 [ACK] Seq=2111 Ack=2535 Win=85632 Len=0 TSval=2302638865 TSecr=2302638860"
"131","8.949425567","127.0.0.1","127.0.0.1","TCP","1411","8080  >  59678 [PSH, ACK] Seq=1 Ack=350 Win=65536 Len=1345 TSval=2302638878 TSecr=2302638863"
"132","8.949445192","127.0.0.1","127.0.0.1","TCP","66","59678  >  8080 [ACK] Seq=350 Ack=1346 Win=77056 Len=0 TSval=2302638878 TSecr=2302638878"
"133","8.950282865","127.0.0.1","127.0.0.1","TCP","361","59678  >  8080 [PSH, ACK] Seq=350 Ack=1346 Win=77056 Len=295 TSval=2302638879 TSecr=2302638878"
"134","8.950993497","127.0.0.1","127.0.0.1","TCP","831","8080  >  59678 [PSH, ACK] Seq=1346 Ack=645 Win=65536 Len=765 TSval=2302638879 TSecr=2302638879"
"135","8.951717050","127.0.0.1","127.0.0.1","TCP","119","59678  >  8080 [PSH, ACK] Seq=645 Ack=2111 Win=77440 Len=53 TSval=2302638880 TSecr=2302638879"
"137","8.954569774","127.0.0.1","127.0.0.1","TCP","1902","59678  >  8080 [PSH, ACK] Seq=698 Ack=2111 Win=77440 Len=1836 TSval=2302638883 TSecr=2302638879"
"138","8.954581088","127.0.0.1","127.0.0.1","TCP","66","8080  >  59678 [ACK] Seq=2111 Ack=2534 Win=86272 Len=0 TSval=2302638883 TSecr=2302638880"
"145","8.957547514","127.0.0.1","127.0.0.1","TCP","114","59662  >  8080 [PSH, ACK] Seq=2536 Ack=2111 Win=77440 Len=48 TSval=2302638886 TSecr=2302638863"
"146","8.957620847","127.0.0.1","127.0.0.1","TCP","114","59646  >  8080 [PSH, ACK] Seq=2533 Ack=2111 Win=77440 Len=48 TSval=2302638886 TSecr=2302638857"
"147","8.957620847","127.0.0.1","127.0.0.1","TCP","114","59678  >  8080 [PSH, ACK] Seq=2534 Ack=2111 Win=77440 Len=48 TSval=2302638886 TSecr=2302638883"
"148","8.958193613","127.0.0.1","127.0.0.1","TCP","114","59664  >  8080 [PSH, ACK] Seq=2535 Ack=2111 Win=77440 Len=48 TSval=2302638887 TSecr=2302638859"
"149","8.958193613","127.0.0.1","127.0.0.1","TCP","114","59676  >  8080 [PSH, ACK] Seq=2535 Ack=2111 Win=77440 Len=48 TSval=2302638887 TSecr=2302638865"
"150","8.960126043","127.0.0.1","127.0.0.1","TCP","504","8080  >  59678 [PSH, ACK] Seq=2111 Ack=2582 Win=86272 Len=438 TSval=2302638889 TSecr=2302638886"
"151","8.960880395","127.0.0.1","127.0.0.1","TCP","504","8080  >  59662 [PSH, ACK] Seq=2111 Ack=2584 Win=85632 Len=438 TSval=2302638889 TSecr=2302638886"
"152","8.961347422","127.0.0.1","127.0.0.1","TCP","504","8080  >  59646 [PSH, ACK] Seq=2111 Ack=2581 Win=86272 Len=438 TSval=2302638890 TSecr=2302638886"
"153","8.961962721","127.0.0.1","127.0.0.1","TCP","504","8080  >  59664 [PSH, ACK] Seq=2111 Ack=2583 Win=86272 Len=438 TSval=2302638890 TSecr=2302638887"
"154","8.962644648","127.0.0.1","127.0.0.1","TCP","504","8080  >  59676 [PSH, ACK] Seq=2111 Ack=2583 Win=85632 Len=438 TSval=2302638891 TSecr=2302638887"
"155","8.965318999","127.0.0.1","127.0.0.1","TCP","713","59662  >  8080 [PSH, ACK] Seq=2584 Ack=2549 Win=77568 Len=647 TSval=2302638894 TSecr=2302638889"
"156","8.966501477","127.0.0.1","127.0.0.1","TCP","720","8080  >  59646 [PSH, ACK] Seq=2549 Ack=2581 Win=86272 Len=654 TSval=2302638895 TSecr=2302638886"
"157","8.966661692","127.0.0.1","127.0.0.1","TCP","713","59678  >  8080 [PSH, ACK] Seq=2582 Ack=2549 Win=77568 Len=647 TSval=2302638895 TSecr=2302638889"
"158","8.967196394","127.0.0.1","127.0.0.1","TCP","720","8080  >  59646 [PSH, ACK] Seq=3203 Ack=2581 Win=86272 Len=654 TSval=2302638896 TSecr=2302638886"
"159","8.967735706","127.0.0.1","127.0.0.1","TCP","615","59646  >  8080 [PSH, ACK] Seq=2581 Ack=3857 Win=76544 Len=549 TSval=2302638896 TSecr=2302638890"
"160","8.968259165","127.0.0.1","127.0.0.1","TCP","622","8080  >  59678 [PSH, ACK] Seq=2549 Ack=3229 Win=87040 Len=556 TSval=2302638897 TSecr=2302638895"
"161","8.969390379","127.0.0.1","127.0.0.1","TCP","713","59664  >  8080 [PSH, ACK] Seq=2583 Ack=2549 Win=77568 Len=647 TSval=2302638898 TSecr=2302638890"
"162","8.969728060","127.0.0.1","127.0.0.1","TCP","649","59676  >  8080 [PSH, ACK] Seq=2583 Ack=2549 Win=77568 Len=583 TSval=2302638898 TSecr=2302638891"
"163","8.970197461","127.0.0.1","127.0.0.1","TCP","720","8080  >  59678 [PSH, ACK] Seq=3105 Ack=3229 Win=87040 Len=654 TSval=2302638899 TSecr=2302638895"
"164","8.970699269","127.0.0.1","127.0.0.1","TCP","656","8080  >  59678 [PSH, ACK] Seq=3759 Ack=3229 Win=87040 Len=590 TSval=2302638899 TSecr=2302638895"
"165","8.971073686","127.0.0.1","127.0.0.1","TCP","66","59678  >  8080 [ACK] Seq=3229 Ack=4349 Win=77568 Len=0 TSval=2302638899 TSecr=2302638897"
"170","9.006138466","127.0.0.1","127.0.0.1","TCP","66","8080  >  59662 [ACK] Seq=2549 Ack=3231 Win=87040 Len=0 TSval=2302638935 TSecr=2302638894"
"171","9.010096774","127.0.0.1","127.0.0.1","TCP","66","8080  >  59676 [ACK] Seq=2549 Ack=3166 Win=87168 Len=0 TSval=2302638939 TSecr=2302638898"
"172","9.010125897","127.0.0.1","127.0.0.1","TCP","66","8080  >  59646 [ACK] Seq=3857 Ack=3130 Win=87168 Len=0 TSval=2302638939 TSecr=2302638896"
"173","9.010183167","127.0.0.1","127.0.0.1","TCP","66","8080  >  59664 [ACK] Seq=2549 Ack=3230 Win=87040 Len=0 TSval=2302638939 TSecr=2302638898"
"174","9.960292912","127.0.0.1","127.0.0.1","TCP","713","59662  >  8080 [PSH, ACK] Seq=3231 Ack=2549 Win=77568 Len=647 TSval=2302639889 TSecr=2302638935"
"175","9.960325807","127.0.0.1","127.0.0.1","TCP","66","8080  >  59662 [ACK] Seq=2549 Ack=3878 Win=87040 Len=0 TSval=2302639889 TSecr=2302639889"
"176","9.960747158","127.0.0.1","127.0.0.1","TCP","453","59678  >  8080 [PSH, ACK] Seq=3229 Ack=4349 Win=77568 Len=387 TSval=2302639889 TSecr=2302638897"
"177","9.960849125","127.0.0.1","127.0.0.1","TCP","421","59646  >  8080 [PSH, ACK] Seq=3130 Ack=3857 Win=77568 Len=355 TSval=2302639889 TSecr=2302638939"
"178","9.960862116","127.0.0.1","127.0.0.1","TCP","66","8080  >  59646 [ACK] Seq=3857 Ack=3485 Win=87296 Len=0 TSval=2302639889 TSecr=2302639889"
"179","9.961206013","127.0.0.1","127.0.0.1","TCP","720","8080  >  59646 [PSH, ACK] Seq=3857 Ack=3485 Win=87296 Len=654 TSval=2302639890 TSecr=2302639889"
"180","9.961377612","127.0.0.1","127.0.0.1","TCP","114","59664  >  8080 [PSH, ACK] Seq=3230 Ack=2549 Win=77568 Len=48 TSval=2302639890 TSecr=2302638939"
"181","9.961397028","127.0.0.1","127.0.0.1","TCP","66","8080  >  59664 [ACK] Seq=2549 Ack=3278 Win=87040 Len=0 TSval=2302639890 TSecr=2302639890"
"182","9.962058143","127.0.0.1","127.0.0.1","TCP","460","8080  >  59646 [PSH, ACK] Seq=4511 Ack=3485 Win=87296 Len=394 TSval=2302639890 TSecr=2302639889"
"183","9.962115831","127.0.0.1","127.0.0.1","TCP","66","59646  >  8080 [ACK] Seq=3485 Ack=4905 Win=77568 Len=0 TSval=2302639891 TSecr=2302639890"
"184","9.962525868","127.0.0.1","127.0.0.1","TCP","649","59676  >  8080 [PSH, ACK] Seq=3166 Ack=2549 Win=77568 Len=583 TSval=2302639891 TSecr=2302638939"
"185","9.962552267","127.0.0.1","127.0.0.1","TCP","66","8080  >  59676 [ACK] Seq=2549 Ack=3749 Win=87168 Len=0 TSval=2302639891 TSecr=2302639891"
"186","9.963733278","127.0.0.1","127.0.0.1","TCP","428","8080  >  59678 [PSH, ACK] Seq=4349 Ack=3616 Win=87296 Len=362 TSval=2302639892 TSecr=2302639889"
"187","9.964570323","127.0.0.1","127.0.0.1","TCP","504","8080  >  59664 [PSH, ACK] Seq=2549 Ack=3278 Win=87040 Len=438 TSval=2302639893 TSecr=2302639890"
"188","9.965118085","127.0.0.1","127.0.0.1","TCP","656","8080  >  59678 [PSH, ACK] Seq=4711 Ack=3616 Win=87296 Len=590 TSval=2302639894 TSecr=2302639889"
"189","9.965893949","127.0.0.1","127.0.0.1","TCP","66","59678  >  8080 [ACK] Seq=3616 Ack=5301 Win=77696 Len=0 TSval=2302639894 TSecr=2302639892"
"190","9.967849566","127.0.0.1","127.0.0.1","TCP","615","59664  >  8080 [PSH, ACK] Seq=3278 Ack=2987 Win=77568 Len=549 TSval=2302639896 TSecr=2302639893"
"191","9.968979383","127.0.0.1","127.0.0.1","TCP","622","8080  >  59676 [PSH, ACK] Seq=2549 Ack=3749 Win=87168 Len=556 TSval=2302639897 TSecr=2302639891"
"192","10.010129338","127.0.0.1","127.0.0.1","TCP","66","59676  >  8080 [ACK] Seq=3749 Ack=3105 Win=77568 Len=0 TSval=2302639939 TSecr=2302639897"
"193","10.010134576","127.0.0.1","127.0.0.1","TCP","66","8080  >  59664 [ACK] Seq=2987 Ack=3827 Win=87168 Len=0 TSval=2302639939 TSecr=2302639896"
"194","10.963381853","127.0.0.1","127.0.0.1","TCP","114","59646  >  8080 [PSH, ACK] Seq=3485 Ack=4905 Win=77568 Len=48 TSval=2302640892 TSecr=2302639890"
"195","10.963487802","127.0.0.1","127.0.0.1","TCP","114","59678  >  8080 [PSH, ACK] Seq=3616 Ack=5301 Win=77696 Len=48 TSval=2302640892 TSecr=2302639892"
"196","10.963611141","127.0.0.1","127.0.0.1","TCP","681","59662  >  8080 [PSH, ACK] Seq=3878 Ack=2549 Win=77568 Len=615 TSval=2302640892 TSecr=2302639889"
"197","10.963632722","127.0.0.1","127.0.0.1","TCP","66","8080  >  59662 [ACK] Seq=2549 Ack=4493 Win=87168 Len=0 TSval=2302640892 TSecr=2302640892"
"198","10.963879051","127.0.0.1","127.0.0.1","TCP","615","59664  >  8080 [PSH, ACK] Seq=3827 Ack=2987 Win=77568 Len=549 TSval=2302640892 TSecr=2302639939"
"199","10.963896162","127.0.0.1","127.0.0.1","TCP","66","8080  >  59664 [ACK] Seq=2987 Ack=4376 Win=87168 Len=0 TSval=2302640892 TSecr=2302640892"
"200","10.964316745","127.0.0.1","127.0.0.1","TCP","504","8080  >  59646 [PSH, ACK] Seq=4905 Ack=3533 Win=87296 Len=438 TSval=2302640893 TSecr=2302640892"
"201","10.965043230","127.0.0.1","127.0.0.1","TCP","504","8080  >  59678 [PSH, ACK] Seq=5301 Ack=3664 Win=87296 Len=438 TSval=2302640893 TSecr=2302640892"
"202","10.965762034","127.0.0.1","127.0.0.1","TCP","688","8080  >  59646 [PSH, ACK] Seq=5343 Ack=3533 Win=87296 Len=622 TSval=2302640894 TSecr=2302640892"
"203","10.966229968","127.0.0.1","127.0.0.1","TCP","615","59676  >  8080 [PSH, ACK] Seq=3749 Ack=3105 Win=77568 Len=549 TSval=2302640895 TSecr=2302639897"
"204","10.966569395","127.0.0.1","127.0.0.1","TCP","622","8080  >  59676 [PSH, ACK] Seq=3105 Ack=4298 Win=87168 Len=556 TSval=2302640895 TSecr=2302640895"
"205","10.966590906","127.0.0.1","127.0.0.1","TCP","66","59676  >  8080 [ACK] Seq=4298 Ack=3661 Win=77568 Len=0 TSval=2302640895 TSecr=2302640895"
"206","10.966886683","127.0.0.1","127.0.0.1","TCP","583","59646  >  8080 [PSH, ACK] Seq=3533 Ack=5965 Win=77440 Len=517 TSval=2302640895 TSecr=2302640893"
"207","10.967010162","127.0.0.1","127.0.0.1","TCP","622","8080  >  59678 [PSH, ACK] Seq=5739 Ack=3664 Win=87296 Len=556 TSval=2302640895 TSecr=2302640892"
"208","10.968039408","127.0.0.1","127.0.0.1","TCP","590","8080  >  59664 [PSH, ACK] Seq=2987 Ack=4376 Win=87168 Len=524 TSval=2302640896 TSecr=2302640892"
"209","10.968059104","127.0.0.1","127.0.0.1","TCP","681","59678  >  8080 [PSH, ACK] Seq=3664 Ack=6295 Win=77568 Len=615 TSval=2302640896 TSecr=2302640893"
"210","10.968472492","127.0.0.1","127.0.0.1","TCP","688","8080  >  59662 [PSH, ACK] Seq=2549 Ack=4493 Win=87168 Len=622 TSval=2302640897 TSecr=2302640892"
"211","11.010121391","127.0.0.1","127.0.0.1","TCP","66","8080  >  59678 [ACK] Seq=6295 Ack=4279 Win=87296 Len=0 TSval=2302640939 TSecr=2302640896"
"212","11.010143391","127.0.0.1","127.0.0.1","TCP","66","8080  >  59646 [ACK] Seq=5965 Ack=4050 Win=87296 Len=0 TSval=2302640939 TSecr=2302640895"
"213","11.010147651","127.0.0.1","127.0.0.1","TCP","66","59662  >  8080 [ACK] Seq=4493 Ack=3171 Win=77568 Len=0 TSval=2302640939 TSecr=2302640897"
"214","11.010173003","127.0.0.1","127.0.0.1","TCP","66","59664  >  8080 [ACK] Seq=4376 Ack=3511 Win=77568 Len=0 TSval=2302640939 TSecr=2302640896"
"215","11.965861288","127.0.0.1","127.0.0.1","TCP","114","59646  >  8080 [PSH, ACK] Seq=4050 Ack=5965 Win=77568 Len=48 TSval=2302641894 TSecr=2302640939"
"216","11.965886082","127.0.0.1","127.0.0.1","TCP","66","8080  >  59646 [ACK] Seq=5965 Ack=4098 Win=87296 Len=0 TSval=2302641894 TSecr=2302641894"
"217","11.966033516","127.0.0.1","127.0.0.1","TCP","114","59662  >  8080 [PSH, ACK] Seq=4493 Ack=3171 Win=77568 Len=48 TSval=2302641894 TSecr=2302640897"
"218","11.966147986","127.0.0.1","127.0.0.1","TCP","615","59664  >  8080 [PSH, ACK] Seq=4376 Ack=3511 Win=77568 Len=549 TSval=2302641895 TSecr=2302640896"
"219","11.966162862","127.0.0.1","127.0.0.1","TCP","114","59678  >  8080 [PSH, ACK] Seq=4279 Ack=6295 Win=77696 Len=48 TSval=2302641895 TSecr=2302640939"
"220","11.966174735","127.0.0.1","127.0.0.1","TCP","66","8080  >  59678 [ACK] Seq=6295 Ack=4327 Win=87296 Len=0 TSval=2302641895 TSecr=2302641895"
"221","11.967106763","127.0.0.1","127.0.0.1","TCP","504","8080  >  59646 [PSH, ACK] Seq=5965 Ack=4098 Win=87296 Len=438 TSval=2302641896 TSecr=2302641894"
"222","11.968108562","127.0.0.1","127.0.0.1","TCP","504","8080  >  59662 [PSH, ACK] Seq=3171 Ack=4541 Win=87168 Len=438 TSval=2302641897 TSecr=2302641894"
"223","11.968137895","127.0.0.1","127.0.0.1","TCP","66","59662  >  8080 [ACK] Seq=4541 Ack=3609 Win=77568 Len=0 TSval=2302641897 TSecr=2302641897"
"224","11.968523068","127.0.0.1","127.0.0.1","TCP","114","59676  >  8080 [PSH, ACK] Seq=4298 Ack=3661 Win=77568 Len=48 TSval=2302641897 TSecr=2302640895"
"225","11.969171262","127.0.0.1","127.0.0.1","TCP","622","8080  >  59678 [PSH, ACK] Seq=6295 Ack=4327 Win=87296 Len=556 TSval=2302641898 TSecr=2302641895"
"226","11.970475961","127.0.0.1","127.0.0.1","TCP","504","8080  >  59678 [PSH, ACK] Seq=6851 Ack=4327 Win=87296 Len=438 TSval=2302641899 TSecr=2302641895"
"227","11.970756163","127.0.0.1","127.0.0.1","TCP","649","59646  >  8080 [PSH, ACK] Seq=4098 Ack=6403 Win=77568 Len=583 TSval=2302641899 TSecr=2302641896"
"228","11.971258669","127.0.0.1","127.0.0.1","TCP","66","59678  >  8080 [ACK] Seq=4327 Ack=7289 Win=77696 Len=0 TSval=2302641900 TSecr=2302641898"
"229","11.971575677","127.0.0.1","127.0.0.1","TCP","504","8080  >  59676 [PSH, ACK] Seq=3661 Ack=4346 Win=87168 Len=438 TSval=2302641900 TSecr=2302641897"
"230","11.971605290","127.0.0.1","127.0.0.1","TCP","66","59676  >  8080 [ACK] Seq=4346 Ack=4099 Win=77568 Len=0 TSval=2302641900 TSecr=2302641900"
"231","11.972211160","127.0.0.1","127.0.0.1","TCP","656","8080  >  59676 [PSH, ACK] Seq=4099 Ack=4346 Win=87168 Len=590 TSval=2302641901 TSecr=2302641900"
"232","11.972228760","127.0.0.1","127.0.0.1","TCP","66","59676  >  8080 [ACK] Seq=4346 Ack=4689 Win=77056 Len=0 TSval=2302641901 TSecr=2302641901"
"233","11.972409159","127.0.0.1","127.0.0.1","TCP","681","59662  >  8080 [PSH, ACK] Seq=4541 Ack=3609 Win=77568 Len=615 TSval=2302641901 TSecr=2302641897"
"234","11.972904053","127.0.0.1","127.0.0.1","TCP","688","8080  >  59678 [PSH, ACK] Seq=7289 Ack=4327 Win=87296 Len=622 TSval=2302641901 TSecr=2302641900"
"235","11.973246622","127.0.0.1","127.0.0.1","TCP","615","59678  >  8080 [PSH, ACK] Seq=4327 Ack=7911 Win=77184 Len=549 TSval=2302641902 TSecr=2302641901"
"236","11.973810309","127.0.0.1","127.0.0.1","TCP","622","8080  >  59664 [PSH, ACK] Seq=3511 Ack=4925 Win=87168 Len=556 TSval=2302641902 TSecr=2302641895"
"237","11.973836430","127.0.0.1","127.0.0.1","TCP","66","59664  >  8080 [ACK] Seq=4925 Ack=4067 Win=77568 Len=0 TSval=2302641902 TSecr=2302641902"
"238","11.984018406","127.0.0.1","127.0.0.1","TCP","453","59676  >  8080 [PSH, ACK] Seq=4346 Ack=4689 Win=77056 Len=387 TSval=2302641912 TSecr=2302641901"
"239","11.985216947","127.0.0.1","127.0.0.1","TCP","460","8080  >  59646 [PSH, ACK] Seq=6403 Ack=4681 Win=87296 Len=394 TSval=2302641914 TSecr=2302641899"
