"No.","Time","Source","Destination","Protocol","Length","Info","src_port","dst_port"
"1284","3.305328835","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40520","4444"
"1307","3.306451108","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40658","4444"
"1314","3.307015632","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","39986"
"1315","3.307039448","127.0.0.1","127.0.0.1","TCP","66","39986  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449441470 TSecr=449441470","39986","4444"
"1320","3.307397592","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40158"
"1321","3.307425039","127.0.0.1","127.0.0.1","TCP","66","40158  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449441470 TSecr=449441470","40158","4444"
"1323","3.307443687","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40012"
"1324","3.307466455","127.0.0.1","127.0.0.1","TCP","66","40012  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449441470 TSecr=449441470","40012","4444"
"1353","3.310292496","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40520"
"1354","3.310314146","127.0.0.1","127.0.0.1","TCP","66","40520  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449441473 TSecr=449441473","40520","4444"
"1364","3.312076441","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40658"
"1365","3.312104028","127.0.0.1","127.0.0.1","TCP","66","40658  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449441475 TSecr=449441475","40658","4444"
"1367","3.312346655","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40604","4444"
"1369","3.312811307","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40104","4444"
"1412","3.318225161","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40604"
"1413","3.318248768","127.0.0.1","127.0.0.1","TCP","66","40604  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449441481 TSecr=449441481","40604","4444"
"1416","3.318765450","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40104"
"1417","3.318806726","127.0.0.1","127.0.0.1","TCP","66","40104  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449441481 TSecr=449441481","40104","4444"
"1447","3.403474253","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40692","4444"
"1448","3.403711154","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40490","4444"
"1452","3.404760094","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","39958","4444"
"1456","3.405108250","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40646","4444"
"1462","3.405631079","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40696","4444"
"1538","3.409588053","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40460","4444"
"1544","3.409728014","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40490"
"1545","3.409759024","127.0.0.1","127.0.0.1","TCP","66","40490  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449441572 TSecr=449441572","40490","4444"
"1546","3.409804909","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40112","4444"
"1551","3.410181701","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40692"
"1553","3.410205656","127.0.0.1","127.0.0.1","TCP","66","40692  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449441573 TSecr=449441573","40692","4444"
"1565","3.410879341","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40646"
"1566","3.410905392","127.0.0.1","127.0.0.1","TCP","66","40646  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449441573 TSecr=449441573","40646","4444"
"1567","3.410929696","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","39958"
"1568","3.410950998","127.0.0.1","127.0.0.1","TCP","66","39958  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449441573 TSecr=449441573","39958","4444"
"1573","3.411148298","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40696"
"1574","3.411173860","127.0.0.1","127.0.0.1","TCP","66","40696  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449441574 TSecr=449441574","40696","4444"
"1593","3.413069760","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40272","4444"
"1620","3.415552813","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40460"
"1621","3.415552813","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40112"
"1622","3.415579003","127.0.0.1","127.0.0.1","TCP","66","40460  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449441578 TSecr=449441578","40460","4444"
"1623","3.415579003","127.0.0.1","127.0.0.1","TCP","66","40112  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449441578 TSecr=449441578","40112","4444"
"1637","3.418114436","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40272"
"1638","3.418138322","127.0.0.1","127.0.0.1","TCP","66","40272  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449441581 TSecr=449441581","40272","4444"
"1671","3.508808252","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40732","4444"
"1691","3.513986604","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40732"
"1692","3.514007626","127.0.0.1","127.0.0.1","TCP","66","40732  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449441677 TSecr=449441677","40732","4444"
"1695","3.515872237","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","39938","4444"
"1717","3.521982475","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","39938"
"1718","3.522009713","127.0.0.1","127.0.0.1","TCP","66","39938  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449441685 TSecr=449441685","39938","4444"
"1733","3.606295211","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40114","4444"
"1734","3.606489229","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40330","4444"
"1736","3.607106343","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40196","4444"
"1738","3.607276266","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40036","4444"
"1741","3.607431242","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40646","4444"
"1774","3.609588138","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40044","4444"
"1841","3.612869122","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40646"
"1842","3.612894894","127.0.0.1","127.0.0.1","TCP","66","40646  >  4444 [ACK] Seq=616 Ack=226 Win=630 Len=0 TSval=449441775 TSecr=449441775","40646","4444"
"1845","3.613040931","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40114"
"1846","3.613067191","127.0.0.1","127.0.0.1","TCP","66","40114  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449441776 TSecr=449441776","40114","4444"
"1853","3.613622216","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40330"
"1854","3.613647778","127.0.0.1","127.0.0.1","TCP","66","40330  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449441776 TSecr=449441776","40330","4444"
"1855","3.613711543","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40196"
"1856","3.613731867","127.0.0.1","127.0.0.1","TCP","66","40196  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449441776 TSecr=449441776","40196","4444"
"1857","3.613772514","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40666","4444"
"1863","3.614051039","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40132","4444"
"1870","3.614452345","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40036"
"1871","3.614478326","127.0.0.1","127.0.0.1","TCP","66","40036  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449441777 TSecr=449441777","40036","4444"
"1892","3.616589406","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40044"
"1893","3.616616015","127.0.0.1","127.0.0.1","TCP","66","40044  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449441779 TSecr=449441779","40044","4444"
"1897","3.617204774","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40764","4444"
"1929","3.619689572","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40666"
"1930","3.619717997","127.0.0.1","127.0.0.1","TCP","66","40666  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449441782 TSecr=449441782","40666","4444"
"1936","3.620439942","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40132"
"1937","3.620464387","127.0.0.1","127.0.0.1","TCP","66","40132  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449441783 TSecr=449441783","40132","4444"
"1949","3.622685815","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40764"
"1950","3.622710190","127.0.0.1","127.0.0.1","TCP","66","40764  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449441785 TSecr=449441785","40764","4444"
"1985","3.708257991","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40722","4444"
"1986","3.708455082","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40100","4444"
"1987","3.708612434","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40388","4444"
"1991","3.709314474","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40154","4444"
"1994","3.709601171","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40058","4444"
"2023","3.711484150","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40572","4444"
"2086","3.714307468","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40490","4444"
"2102","3.715403131","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40154"
"2104","3.715432674","127.0.0.1","127.0.0.1","TCP","66","40154  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449441878 TSecr=449441878","40154","4444"
"2106","3.715643873","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40722"
"2107","3.715651415","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40100"
"2108","3.715669155","127.0.0.1","127.0.0.1","TCP","66","40722  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449441878 TSecr=449441878","40722","4444"
"2109","3.715673834","127.0.0.1","127.0.0.1","TCP","66","40100  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449441878 TSecr=449441878","40100","4444"
"2111","3.715738647","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40058"
"2112","3.715763091","127.0.0.1","127.0.0.1","TCP","66","40058  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449441878 TSecr=449441878","40058","4444"
"2125","3.716697422","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40388"
"2126","3.716719422","127.0.0.1","127.0.0.1","TCP","66","40388  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449441879 TSecr=449441879","40388","4444"
"2140","3.717832616","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40572"
"2141","3.717851123","127.0.0.1","127.0.0.1","TCP","66","40572  >  4444 [ACK] Seq=616 Ack=226 Win=630 Len=0 TSval=449441880 TSecr=449441880","40572","4444"
"2152","3.719147230","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40490"
"2153","3.719164760","127.0.0.1","127.0.0.1","TCP","66","40490  >  4444 [ACK] Seq=616 Ack=226 Win=630 Len=0 TSval=449441882 TSecr=449441882","40490","4444"
"2182","3.809692565","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40588","4444"
"2183","3.809827148","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40012","4444"
"2192","3.810971910","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40394","4444"
"2206","3.812254468","127.0.0.1","127.0.0.1","TLSv1.2","271","[TCP Previous segment not captured] , Application Data","47384","4444"
"2213","3.812607932","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","39968","4444"
"2267","3.814966878","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","40012"
